zbk,Gazteleraz,Gazteleraz 2,Wikidata,Euskaraz,Euskaraz 2,kale mota
3620,COLEGIO DE SAN PRUDENCIO,COLEGIO DE SAN PRUDENCIO,,SAN PRUDENTZIO IKASTETXEKO KALEA,SAN PRUDENTZIO IKASTETXEKO KALEA,CALLE
1000,COLOMBIA,COLOMBIA,,KOLONBIA KALEA,KOLONBIA KALEA,CALLE
1010,COMANDANTE IZARDUY,COMANDANTE IZARDUY,,IZARDUI KOMANDANTEAREN KALEA,IZARDUI KOMANDANTEAREN KALEA,CALLE
4787,COMPOSTELA,Francisco Vázquez Díaz,Q20535866,KONPOSTELA KALEA,KONPOSTELA KALEA,CALLE
1020,CONCEJO,CONCEJO,,KONTZEJU KALEA,KONTZEJU KALEA,CALLE
4861,CONCEPCION ARENAL PONTE,Concepción Arenal Ponte,Q671852,CONCEPCION ARENAL PONTE KALEA,CONCEPCION ARENAL PONTE KALEA,CALLE
4639,CONCHA ESPINA,Concha Espina,Q3751269,CONCHA ESPINA KALEA,CONCHA ESPINA KALEA,CALLE
1030,CONDADO DE TREVIÑO,CONDADO DE TREVIÑO,,TREBIÑOKO KONDERRIAREN KALEA,TREBIÑOKO KONDERRIAREN KALEA,CALLE
1050,"CONDE DE PEÑAFLORIDA, PLAZA DEL",Xavier María de Munibe e Idiáquez,Q3139331,PEÑAFLORIDAKO KONDEAREN PLAZA,PEÑAFLORIDAKO KONDEAREN PLAZA,PLAZA
1040,CONDE DON VELA,CONDE DON VELA,,DON BELA KONDEAREN KALEA,DON BELA KONDEAREN KALEA,CALLE
4692,COPENHAGUE,COPENHAGUE,,KOPENHAGE KALEA,KOPENHAGE KALEA,CALLE
1080,CORAZONISTAS,CORAZONISTAS,,KORAZONISTEN KALEA,KORAZONISTEN KALEA,CALLE
1100,CORONACION DE LA VIRGEN BLANCA,CORONACION DE LA VIRGEN BLANCA,,ANDRE MARIA ZURIAREN KOROATZEAREN KALEA,ANDRE MARIA ZURIAREN KOROATZEAREN KALEA,CALLE
1105,CORONELA IBAIBARRIAGA,CORONELA IBAIBARRIAGA,,IBAIBARRIAGA KORONELTSAREN KALEA,IBAIBARRIAGA KORONELTSAREN KALEA,CALLE
1110,CORRERIA,CORRERIA,,HEDEGILE KALEA,HEDEGILE KALEA,CALLE
1120,COSTA RICA,COSTA RICA,,COSTA RICA KALEA,COSTA RICA KALEA,CALLE
1140,CRUZ BLANCA,CRUZ BLANCA,,GURUTZE ZURIKO KALEA,GURUTZE ZURIKO KALEA,CALLE
1150,CRUZ VERDE,CRUZ VERDE,,GURUTZE BERDEKO KALEA,GURUTZE BERDEKO KALEA,CALLE
220,CUADRILLA DE AÑANA,CUADRILLA DE AÑANA,,AÑANAKO TALDEAREN KALEA,AÑANAKO TALDEAREN KALEA,CALLE
450,CUADRILLA DE AYALA,CUADRILLA DE AYALA,,AIARAKO TALDEAREN KALEA,AIARAKO TALDEAREN KALEA,CALLE
2130,CUADRILLA DE LAGUARDIA-RIOJA ALAVESA,CUADRILLA DE LAGUARDIA-RIOJA ALAVESA,,BIASTERI-ARABAR ERRIOXAKO TALDEAREN KALEA,BIASTERI-ARABAR ERRIOXAKO TALDEAREN KALEA,CALLE
3400,CUADRILLA DE SALVATIERRA-AGURAIN,CUADRILLA DE SALVATIERRA-AGURAIN,,AGURAINGO TALDEAREN KALEA,AGURAINGO TALDEAREN KALEA,CALLE
4190,CUADRILLA DE VITORIA-GASTEIZ,CUADRILLA DE VITORIA-GASTEIZ,,GASTEIZKO TALDEAREN KALEA,GASTEIZKO TALDEAREN KALEA,CALLE
4350,CUADRILLA DE ZUIA,CUADRILLA DE ZUIA,,ZUIAKO TALDEAREN KALEA,ZUIAKO TALDEAREN KALEA,CALLE
1160,CUATRO CAMINOS,CUATRO CAMINOS,,LAUBIDETA KALEA,LAUBIDETA KALEA,CALLE
1170,CUBA,CUBA,,KUBA KALEA,KUBA KALEA,CALLE
1180,CUBO,CUBO,,ANTEPARA KALEA,ANTEPARA KALEA,CALLE
1190,CUCHILLERIA,CUCHILLERIA,,AIZTOGILE KALEA,AIZTOGILE KALEA,CALLE
1195,CUENCA DEL DEBA,CUENCA DEL DEBA,,DEBA ARROAREN KALEA,DEBA ARROAREN KALEA,CALLE
4732,CURITIVA,CURITIVA,,CURITIBA KALEA,CURITIBA KALEA,CALLE
4758,DALAI LAMA,DALAI LAMA,,DALAI LAMAREN KALEA,DALAI LAMAREN KALEA,CALLE
4595,DAMASO ALONSO,Dámaso Alonso,Q312945,DAMASO ALONSO KALEA,DAMASO ALONSO KALEA,CALLE
1260,"DANTZARI, PLAZA DEL",DANTZARI,,DANTZARI PLAZA,DANTZARI PLAZA,PLAZA
4985,DARÍA IMBERT ARANGUREN/ DARÍA IMBERT ARANGUREN,DARÍA IMBERT ARANGUREN/ DARÍA IMBERT ARANGUREN,,DARÍA IMBERT ARANGUREN,DARÍA IMBERT ARANGUREN,CALLE
4727,DECLARACION DE RIO,DECLARACION DE RIO,,RIOKO DEKLARAZIOAREN KALEA,RIOKO DEKLARAZIOAREN KALEA,CALLE
1275,DIEGO DE BORICA Y RETEGUI,Diego de Borica,Q5274859,DIEGO BORIKA RETEGI KALEA,DIEGO BORIKA RETEGI KALEA,CALLE
1280,DIEGO DE ROJAS,DIEGO DE ROJAS,,DIEGO DE ROJAS KALEA,DIEGO DE ROJAS KALEA,CALLE
1290,DIEGO MARTINEZ DE ALAVA,Diego Martínez de Álava,Q48627822,DIEGO MARTINEZ DE ALABA KALEA,DIEGO MARTINEZ DE ALABA KALEA,CALLE
1300,DIPUTACION FORAL DE ALAVA,DIPUTACION FORAL DE ALAVA,,DIPUTAZIO KALEA,DIPUTAZIO KALEA,CALLE
1320,DOCE DE OCTUBRE,DOCE DE OCTUBRE,,URRIAREN HAMABIAREN KALEA,URRIAREN HAMABIAREN KALEA,CALLE
4869,DOLORES IBARRURI GOMEZ,Dolores Ibárruri,Q238955,DOLORES IBARRURI GOMEZ KALEA,DOLORES IBARRURI GOMEZ KALEA,CALLE
1330,DOMINGO BELTRAN DE OTAZU,Domingo Beltrán de Otazu,Q87651361,DOMINGO BELTRAN DE OTAZU KALEA,DOMINGO BELTRAN DE OTAZU KALEA,CALLE
