nkcr,wd
ph216773,Q334727
ph216789,Q55343655
ph217724,Q190440
ph216793,Q5193388
ph217727,Q281524
ph217729,Q1314553
ph217730,Q1423729
ph217736,Q13326
ph217738,Q7201504
ph217739,Q50089
ph217743,Q10497232
ph217753,Q2992876
ph217762,Q336371
ph217768,Q60533369
ph217771,Q1231396
ph217773,Q837416
ph218063,Q3065932
ph201879,Q3332443
ph201881,Q66686287
ph201899,Q33203
ph201900,Q36871
ph201904,Q35936
ph202155,Q15206795
ph202161,Q1154385
ph202165,Q1210930
ph202167,Q1497068
ph202187,Q8465
ph202198,Q308194
ph202220,Q1069928
ph202532,Q380170
ph202553,Q391858
ph202556,Q2660678
ph202567,Q152834
ph202579,Q109971358
ph202580,Q7107436
ph196690,Q105525662
ph196706,Q181296
ph196760,Q275115
ph196746,Q12385831
ph198675,Q1054283
ph198676,Q1464352
ph198681,Q1144248
ph198692,Q157394
ph198693,Q12713539
ph198697,Q1362894
ph198722,Q775480
ph198726,Q564875
ph198731,Q569864
ph198735,Q9333895
ph198742,Q157231
ph198754,Q28541343
ph198768,Q1327057
ph198774,Q15563228
ph198777,Q2463207
ph200800,Q3688975
ph200809,Q97610170
ph200830,Q1439691
ph200837,Q77897119
ph200851,Q3520110
ph200872,Q1427822
ph194806,Q909882
ph194816,Q1444790
ph194818,Q1586683
ph194837,Q621829
ph195432,Q933845
ph195438,Q3103237
ph195468,Q1266946
ph195801,Q10998454
ph195803,Q360341
ph195804,Q683498
ph195814,Q657193
ph195816,Q477390
ph195818,Q1121713
ph195824,Q2002016
ph195830,Q207264
ph195833,Q13199995
ph195841,Q184754
ph195845,Q3882459
ph195846,Q3191702
ph195847,Q354724
ph196630,Q2142347
ph196633,Q295425
ph196634,Q2443552
ph196635,Q211036
ph196639,Q30896751
ph196645,Q1410327
ph196686,Q41995
ph191258,Q3054637
ph191263,Q351609
ph191266,Q902880
ph191875,Q96677677
ph191881,Q104444
ph191888,Q466340
ph191889,Q3859450
ph191891,Q1142277
ph191901,Q15645609
ph191905,Q149512
ph192850,Q21925570
ph192855,Q407595
ph192859,Q489997
ph192861,Q4287917
ph192862,Q18554088
ph192865,Q133716
ph192867,Q1260990
ph192878,Q24866160
ph192879,Q19388833
ph192881,Q113585360
ph192883,Q697583
ph194654,Q594939
ph194684,Q1382559
ph194685,Q830689
ph194785,Q816422
ph194792,Q18553032
ph194793,Q16534641
ph194797,Q1269235
ph194805,Q14873641
ph187935,Q906377
ph203886,Q24238318
ph205077,Q2279774
ph205080,Q1058691
ph205082,Q484989
ph205092,Q806729
ph205093,Q65224
ph205097,Q47740
ph205109,Q2076795
ph205110,Q30892676
ph205117,Q729
ph205119,Q3246832
ph205121,Q11663756
ph205124,Q1981388
ph205410,Q18976005
ph205420,Q987319
ph205431,Q161095
ph205445,Q9655
ph205458,Q2916074
ph206850,Q874342
ph206860,Q15072800
ph206865,Q163886
ph206869,Q2254211
ph206883,Q2394336
ph206887,Q848929
ph206888,Q335414
ph207040,Q320072
ph207042,Q2627395
ph207451,Q100509052
ph207452,Q1205902
ph207456,Q183425
ph202585,Q11793790
ph202583,Q18554657
ph202584,Q573181
ph202582,Q1425737
ph202586,Q7113244
ph202588,Q23929670
ph202593,Q13189
ph202600,Q81513
ph202605,Q133142
ph202646,Q178859
ph202648,Q3579672
ph202652,Q3482661
ph202902,Q3278074
ph202926,Q5817289
ph203131,Q55222906
ph203135,Q2556886
ph203140,Q7434
ph203142,Q178026
ph203143,Q1665838
ph203144,Q108601075
ph203146,Q1660194
ph203151,Q3331475
ph203162,Q204469
ph203152,Q621512
ph1156794,Q1044829
ge1156850,Q2596359
ge1156892,Q5014
ge1156893,Q699137
ph203859,Q2166170
ph203867,Q59825918
ph203871,Q1261499
ph203872,Q1897017
ph203874,Q2351849
ph203876,Q1294205
ph203878,Q50361638
ph203884,Q66344
ph200874,Q33971
ph200877,Q518159
ph201852,Q102355471
ph201855,Q1441616
ph201871,Q2916167
ph201873,Q5445901
ph201877,Q1760918
ph187947,Q4288708
ph187948,Q722795
ph187965,Q5094647
ph187980,Q170173
ph188864,Q3574739
ph188867,Q105279242
ph188868,Q83708009
ph188871,Q1953336
ph188880,Q13693745
ph189238,Q731988
ph189241,Q12252383
ph189242,Q13541716
ph189243,Q134655
ph189248,Q11254
ph189255,Q851782
ph189257,Q81944
ph189261,Q25456366
ph189266,Q217416
ph189264,Q182661
ph189274,Q17089787
ph189323,Q848512
ph191031,Q3538132
ph191034,Q105233699
ph191044,Q66495627
ph191046,Q6753763
ph191234,Q5062122
ph191236,Q16918477
ph191238,Q1427574
ph191226,Q196822
ph183338,Q1572577
ph183348,Q1922981
ph183352,Q2034420
ph183365,Q910704
ph183366,Q1906859
ph183367,Q1746570
ph184249,Q1647400
ph184251,Q7565898
ph184254,Q157811
ph184267,Q59308743
ph184277,Q157394
ph184278,Q782129
ph184786,Q845300
ph184827,Q176555
ph184830,Q857678
ge1156927,Q941512
ge1156936,Q1290078
ge1156990,Q1724008
ge1156995,Q874980
ge1157012,Q12020686
ge1157017,Q12032209
ge1157037,Q2083624
ph242463,Q168432
ph234814,Q4118259
ph234817,Q2188747
ph234819,Q383187
ph234829,Q3615100
ph234820,Q689044
ph234844,Q3632569
ph237387,Q3343211
ph237392,Q134609
ph237397,Q74896917
ph237399,Q3961022
ph237400,Q2306047
ph237409,Q366868
ph237410,Q4684717
ph237412,Q1430556
ph237414,Q851691
ph237418,Q469666
ph237433,Q34636
ph237443,Q3192336
ph237461,Q1574872
ph238364,Q2737426
ph238366,Q729267
ph238367,Q4118435
ph238368,Q1985623
ph238372,Q7617831
ph239894,Q501032
ph239906,Q1149547
ph239917,Q30591739
ph239922,Q16678483
ph239926,Q2662381
ph239933,Q5049552
ph230285,Q11900060
ph230278,Q177932
ph230293,Q1630100
ph230296,Q841238
ph231104,Q58371939
ph231105,Q3777719
ph231107,Q12149220
ph231108,Q606654
ph231110,Q7300786
ph231116,Q74708517
ph232593,Q20826906
ph232596,Q273131
ph232597,Q1141466
ph232604,Q1088156
ph232605,Q6279182
ph232606,Q164778
ph232607,Q910576
ph232627,Q200092
ph232629,Q33826
ph232633,Q15675634
ph232951,Q567981
ph233607,Q92177948
ph233614,Q970026
ph233615,Q2654571
ph233618,Q27027194
ph233621,Q34017
ph233632,Q196086
ph234791,Q49614
ph234789,Q34516
ph234794,Q11425
ph234809,Q191442
ph224493,Q3845811
ph225441,Q214199
ph225444,Q11704938
ph225446,Q273291
ph225448,Q846303
ph225449,Q301990
ph225455,Q270791
ph228415,Q2718840
ph228433,Q2064596
ph228458,Q5470205
ph228460,Q3075355
ph228480,Q5780264
ph228485,Q76497
ph229480,Q11747761
ph229491,Q10913792
ph229504,Q392212
ph229512,Q1415356
ph229518,Q476118
ph229521,Q265939
ph229525,Q395012
ph229526,Q847108
ph229532,Q4939657
ph224362,Q5104954
ph224363,Q302987
ph224377,Q752785
ph224379,Q41270
ph224381,Q5158522
ph224384,Q648283
ph224385,Q698092
ph224387,Q1471717
ph224393,Q112112926
ph224396,Q151942
ph224397,Q205734
ph224400,Q850130
ph224402,Q1195253
ph224414,Q2165184
ph224419,Q153071
ph224420,Q2745989
ge1157112,Q10857808
ge1157156,Q3494060
ge1157228,Q488314
ge1157231,Q624862
ge1157232,Q2408861
ge1157293,Q866382
ph184852,Q79938
ph184856,Q3079086
ph184917,Q41551
ph187612,Q154773
ph187629,Q1121749
ph187630,Q7354874
ph187921,Q966490
ph187638,Q488053
ph187923,Q4739805
ph182334,Q380767
ph182345,Q1417912
ph182375,Q472953
ph182381,Q1257115
ph182389,Q3798635
ph182390,Q3906882
ph182387,Q1318451
ph182391,Q5282137
ph182394,Q6502518
ph182405,Q4862551
ph182400,Q426938
ph182407,Q277511
ph182414,Q4899370
ph182428,Q173603
ph183311,Q1495434
ph183314,Q110591990
ph183322,Q2604618
ph183332,Q211959
ph174230,Q2486201
ph174594,Q405155
ph174607,Q4751159
ph174608,Q107124490
ph174619,Q829511
ph174624,Q1741922
ph174631,Q1671598
ph174634,Q173142
ph174635,Q99512681
ph174638,Q5834964
ph180706,Q4941543
ph180707,Q3855411
ph180712,Q822598
ph180713,Q112062586
ph249636,Q832045
ph249632,Q112226925
ph249731,Q3685323
ph249764,Q484652
ph250053,Q2342494
ph250056,Q343680
ph250063,Q12145452
ph250075,Q1496813
ph250748,Q288280
ph250749,Q427492
ph250753,Q210999
ph250758,Q1092822
ph250765,Q177304
ph250768,Q90834409
ph250778,Q1507340
ph250785,Q1781447
ph250795,Q1628963
ph254452,Q3658498
ph250797,Q819426
ph250796,Q118504
ph254459,Q189146
ph254468,Q1778552
ph254515,Q185502
ph120746,Q110316123
ph114281,Q106957643
ph317179,Q113242258
ph303216,Q635863
ph1043033,Q1298356
ph123104,Q2326951
ph249640,Q11833245
ph250771,Q506652
ph242468,Q1281188
ph247262,Q685935
ph247266,Q106597211
ph249387,Q4519653
ph249392,Q1062627
ph249398,Q7140480
ph249399,Q2507589
ph249409,Q28209819
ph249412,Q1188455
ph249420,Q190637
ph249419,Q185547
ph249426,Q1005222
ph249434,Q1933330
ph249435,Q919582
ph249444,Q69949818
ph249453,Q781139
ph249454,Q270952
ph249456,Q641498
ph249458,Q1407491
ph249465,Q193424
ph249470,Q28091587
ph249475,Q3859736
ph249485,Q1141837
ph249483,Q56751342
ph249488,Q171448
ph249497,Q906512
ph249594,Q3699282
ph249596,Q1609706
ph249627,Q657304
ph249625,Q56638
ph239934,Q652657
ph239938,Q3389292
ph239941,Q1204277
ph239954,Q7533
ph239955,Q876892
ph241115,Q6030234
ph241117,Q42417846
ph241124,Q158607
ph241125,Q949715
ph241130,Q631305
ph241136,Q41591651
ph241139,Q18553330
ph241148,Q107194316
ph241154,Q112225193
ph241637,Q76525103
ph241639,Q419811
ph241640,Q65939908
ph241641,Q217651
ph241650,Q232997
ph241652,Q7256482
ph241655,Q3075286
ph241658,Q271026
ph241663,Q7111890
ph241801,Q830891
ph241812,Q1135778
ph242448,Q3658631
ph242451,Q1763948
ph242454,Q846537
ph242461,Q595152
ph242467,Q3774857
ph180725,Q1186697
ph180733,Q4895554
ph180767,Q21702895
ph180830,Q736715
ph180933,Q425548
ph180937,Q109538386
ph180947,Q494330
ph180949,Q609781
ph180951,Q2043121
ph180957,Q186516
ph180965,Q52699397
ph182333,Q3356530
ph172858,Q4516355
ph172859,Q60539648
ph172862,Q20035814
ph172869,Q4316623
ph172871,Q1033074
ph172875,Q1428403
ph172877,Q1067164
ph172887,Q15152527
ph172902,Q33127629
ph172908,Q5155039
ph172907,Q362165
ph172922,Q1346054
ph172923,Q1753063
ph172936,Q60616546
ph173079,Q73768821
ph173222,Q4355047
ph173223,Q16847395
ph173230,Q3300034
ph173228,Q837379
ph173234,Q23691
ph173798,Q3310776
ge1157307,Q1881894
ge1157359,Q12043813
ph174182,Q16955053
ph174202,Q4833830
ph170631,Q3575561
ph170633,Q18556569
ph170634,Q17011492
ph170636,Q234852
ph170648,Q787489
ph170652,Q461335
ph170657,Q11435
ph171124,Q75058276
ph171120,Q133311
ph171126,Q272458
ph171129,Q1167393
ph171133,Q107424060
ph171323,Q1305006
ph171325,Q62019625
ph171341,Q7241657
ph171332,Q81103
ph171344,Q41387
ph171349,Q2071310
ph171352,Q890200
ph171364,Q189210
ph171358,Q14489129
ph172833,Q19000971
ph172838,Q18556149
ph172839,Q18558077
ph125849,Q920565
ph172851,Q11990
ph172854,Q295031
ge1156833,Q91936806
ge1156836,Q12045615
ph168770,Q1671412
ph168766,Q5498822
ph169234,Q12182551
ph169354,Q24262840
ph169355,Q3552958
ph169363,Q6822340
ph169375,Q1974767
ph169374,Q184138
ph170414,Q15303351
ph170415,Q1060829
ph170417,Q2316866
ph170418,Q511049
ph170424,Q12274199
ph170430,Q1823302
ph170435,Q702065
ph170441,Q504514
ph170450,Q3526604
ph170455,Q4366488
ph170456,Q70348564
ph170586,Q757526
ph170588,Q5334416
ph170590,Q1257550
ph170596,Q1126556
ph170621,Q3887273
ph172841,Q3080304
ph166348,Q2538477
ph166360,Q869381
ph166350,Q2912193
ph166362,Q75078907
ph166370,Q180388
ph166419,Q182590
ph166521,Q30103158
ph166527,Q1077518
ph166543,Q55642869
ph166544,Q132241
ph166545,Q3874380
ph167607,Q1125466
ph167609,Q1325808
ph167615,Q1364
ph167620,Q5374252
ph168232,Q24398318
ph168239,Q4469709
ph168269,Q622508
ph168738,Q1578
ph165769,Q5465458
ph165778,Q10301381
ph165951,Q1138423
ph165954,Q172491
ph165957,Q864212
ph165977,Q9348377
ph165983,Q1425296
ph166053,Q97060894
ph166055,Q660086
ph166075,Q59139053
ph166084,Q1501364
ph166208,Q198763
ph166211,Q3778909
ph166226,Q70450088
ph166230,Q21134441
ph166233,Q69078976
ph166234,Q2284929
ph166243,Q3724101
ph164213,Q575
ph164219,Q97074513
ph164225,Q2577364
ph164226,Q7375052
ph164351,Q263847
ph164356,Q3030569
ph164359,Q4812187
ph164919,Q1551015
ph164928,Q2864623
ph164931,Q1778442
ph164937,Q507662
ph164940,Q13024547
ph164941,Q2128336
ph164959,Q111317134
ph165166,Q6964018
ph165169,Q1497384
ph165171,Q2305910
ph165176,Q181802
ph165180,Q192309
ph165188,Q15836568
ph165195,Q25314
ph165199,Q28692677
ph165292,Q3054272
ph165278,Q4378806
ph165293,Q1575003
ph165754,Q272051
ph165763,Q15062360
ph165757,Q2812894
ph165767,Q63987007
ph162638,Q187156
ph162642,Q10772391
ph162645,Q25516866
ph162647,Q2523928
ph162658,Q2600052
ph162661,Q69945481
ph163040,Q3546007
ph163044,Q2509719
ph163047,Q1283480
ph163056,Q503958
ph163068,Q132364
ph163070,Q3547325
ph163076,Q9357062
ph163858,Q1132631
ph163864,Q3578576
ph163862,Q1548030
ph163884,Q14908
ph163887,Q3062592
ph163942,Q355472
ph164211,Q10879018
ph159642,Q2565924
ph159645,Q852747
ph161648,Q76190
ph161649,Q1545397
ph161653,Q3515239
ph161656,Q658574
ph161661,Q38449
ph161674,Q335404
ph161687,Q2275037
ph161694,Q868714
ph161698,Q3188001
ph161936,Q745775
ph162000,Q3178041
ph162379,Q1137463
ph162452,Q7202556
ph162453,Q55790744
ph162455,Q196140
ph162458,Q98985557
ph162470,Q185154
ph162472,Q9048052
ph162474,Q26540
ph162476,Q5954615
ph162482,Q323808
ph156591,Q236139
ph156595,Q7698332
ph156623,Q545034
ph156627,Q7310310
ph156629,Q178193
ph156637,Q107511506
ph156688,Q98974109
ph157215,Q50111972
ph157260,Q178648
ph157920,Q6869278
ph158314,Q2915955
ph158317,Q481289
ph158320,Q4787192
ph158328,Q6909101
ph156687,Q113293336
ph158342,Q8031367
ph158344,Q10265143
ph158508,Q860641
ph158509,Q610038
ph158528,Q18450254
ph158537,Q219637
ph159587,Q4171315
ph159592,Q750656
ph159593,Q992350
ph159594,Q472902
ph159595,Q7260943
ph159598,Q12361583
ph159627,Q18558262
ph159632,Q3843811
ph159637,Q382539
ph159638,Q12099081
ph159639,Q23007305
ph159641,Q1778555
ph151468,Q78236821
ph151469,Q193145
ph151477,Q1757946
ph151840,Q210112
ph152837,Q7232703
ph152823,Q831663
ph151480,Q385216
ph153081,Q460214
ph153186,Q6153637
ph153327,Q98351678
ph153408,Q133585
ph153340,Q877107
ph153410,Q202080
ph153422,Q1121047
ph153453,Q2166448
ph153456,Q22269645
ph153477,Q663208
ph153482,Q18554205
ph153485,Q178546
ph153487,Q285771
ph153489,Q7990118
ph153565,Q4785
ph153566,Q744112
ph153569,Q4764984
ph156511,Q34208
ph156589,Q10861378
ph156590,Q152079
ph139216,Q883112
ph139224,Q21161545
ph139231,Q116434
ph139237,Q11491628
ph139240,Q11646939
ph139243,Q4390114
ph139275,Q4620674
ph139277,Q190259
ph139285,Q373609
ph139287,Q28823
ph138685,Q65788354
ph138696,Q214127
ph138701,Q59708406
ph138702,Q57738934
ph138714,Q1221179
ph138720,Q166816
ph138729,Q2729912
ph138730,Q18558209
ph138732,Q742990
ph138733,Q3610387
ph138736,Q5403475
ph138734,Q837117
ph138737,Q7692360
ph138768,Q1049777
ph138773,Q3321698
ph138780,Q101534
ph138781,Q42976
ph138783,Q184928
ph138791,Q785260
ph138816,Q1163256
ph138817,Q917206
ph138825,Q57262078
ph138826,Q2348243
ph138831,Q140999
ph138840,Q765652
ph138843,Q551808
ph138844,Q3144931
ph138847,Q13604278
ph138515,Q476028
ph138498,Q7239033
ph138496,Q7239033
ph138524,Q1304214
ph138527,Q908349
ph138551,Q2061186
ph138544,Q107212338
ph138555,Q474717
ph138559,Q97772204
ph138576,Q12410174
ph138589,Q1199226
ph138595,Q183959
ph138597,Q111182654
ph138599,Q12372934
ph138601,Q2426412
ph138606,Q2612403
ph138608,Q2303951
ph138611,Q9192993
ph138612,Q5294
ph138623,Q1373429
ph138643,Q861536
ph138647,Q1165883
ph138648,Q279438
ph138654,Q91403333
ph138659,Q57727206
ph138681,Q18975047
ph138683,Q56013680
ph138225,Q1455890
ph138227,Q1406161
ph138231,Q3595905
ph138232,Q1645590
ph138233,Q17071359
ph138244,Q12099206
ph138255,Q2466273
ph138258,Q43338
ph138262,Q751404
ph138264,Q105240377
ph138270,Q622425
ph138288,Q29033580
ph138289,Q143567
ph138290,Q16014789
ph138298,Q103856094
ph138306,Q875797
ph138307,Q33049
ph138323,Q5333246
ph138325,Q2078852
ph138329,Q1088042
ph138334,Q1881849
ph138351,Q3381164
ph138371,Q10494601
ph138391,Q3482661
ph138451,Q2915341
ph138476,Q207937
ph138480,Q27406
ph138464,Q23670057
ph137948,Q427085
ph139297,Q73400755
ph139299,Q83147
ph139302,Q5441186
ph139307,Q854975
ph139314,Q1137726
ph139320,Q55640292
ph139331,Q3088838
ph139333,Q1254302
ph139345,Q5219862
ph139348,Q3450228
ph139375,Q25384059
ph139382,Q842402
ph145186,Q17013672
ph145199,Q10535274
ph150572,Q407142
ph139045,Q69967149
ph139049,Q899033
ph139050,Q49008
ph139056,Q177234
ph138973,Q2396633
ph139062,Q7103514
ph139068,Q930585
ph139071,Q4777961
ph139074,Q1079293
ph139095,Q6949221
ph139100,Q4070886
ph139105,Q4070841
ph139109,Q4797227
ph139112,Q4787121
ph139113,Q5147950
ph139114,Q629194
ph139117,Q926871
ph139121,Q827257
ph139123,Q205276
ph139133,Q5389993
ph139150,Q1370835
ph139154,Q3603531
ph139170,Q5097916
ph139172,Q5097917
ph139174,Q676459
ph139176,Q1145689
ph139182,Q186599
ph139186,Q351853
ph139192,Q622772
ph139197,Q1779355
ph139204,Q1732190
ph139213,Q181970
ph139215,Q63870920
ph138850,Q3287622
ph138868,Q184644
ph138871,Q371573
ph138872,Q107033632
ph138900,Q25100111
ph138901,Q6001295
ph138907,Q1778604
ph138911,Q4796467
ph138913,Q864574
ph138915,Q1888109
ph138918,Q2852245
ph138924,Q25385198
ph138926,Q191503
ph138943,Q842256
ph138945,Q672070
ph138980,Q1261026
ph138985,Q4887449
ph138995,Q9283013
ph139001,Q752193
ph139009,Q111150289
ph139014,Q131681
ph139016,Q152749
ph139019,Q55950051
ph139021,Q1393463
ph139022,Q948217
ph139029,Q3339235
ph139034,Q4228595
ph139036,Q22731
ph139042,Q2175063
ph139027,Q757678
ph139024,Q9397786
ph1157072,Q1003785
ph137368,Q332982
ph137372,Q1649580
ph137380,Q17774539
ph137438,Q111214764
ph137439,Q906629
ph137442,Q7889
ph137466,Q1327750
ph137469,Q587972
ph136951,Q141694
ph136954,Q1955251
ph136970,Q4941552
ph136973,Q2526358
ph136974,Q16868432
ph136976,Q1076513
ph136977,Q476590
ph136995,Q2560571
ph136996,Q107995487
ph137001,Q270673
ph137004,Q1656208
ph137013,Q2483609
ph137021,Q16678483
ph137022,Q703961
ph137024,Q703961
ph137027,Q39546
ph137030,Q172839
ph137032,Q2458164
ph137035,Q188605
ph137037,Q30315129
ph137040,Q781075
ph137049,Q1875717
ph137082,Q590460
ph137090,Q4116663
ph137098,Q12142910
ph137099,Q1814169
ph137101,Q905896
ph136748,Q66076
ph136751,Q3694
ph136752,Q2063507
ph136759,Q282773
ph136771,Q4953701
ph136799,Q211554
ph136800,Q851210
ph136801,Q171486
ph136806,Q211578
ph136821,Q1197550
ph136841,Q2706176
ph136843,Q47326642
ph136846,Q2108466
ph136851,Q6673122
ph136868,Q185881
ph136887,Q5283
ph136892,Q1625410
ph136894,Q660564
ph136904,Q45382
ph136919,Q1503299
ph136921,Q1792654
ph136932,Q1767128
ph136937,Q5747886
ph136556,Q28693
ph136559,Q372713
ph136560,Q190667
ph136562,Q648065
ph136563,Q280156
ph136571,Q3326717
ph136572,Q3906965
ph136593,Q1070290
ph136600,Q58910
ph136601,Q15580856
ph136603,Q3527304
ph136604,Q135790
ph136605,Q2384419
ph137951,Q3198
ph137952,Q2225
ph137965,Q18967642
ph137977,Q264965
ph137980,Q5193417
ph137998,Q19924411
ph138051,Q4790721
ph138061,Q1574099
ph138064,Q606591
ph138066,Q3505712
ph138071,Q18556109
ph138072,Q181876
ph138100,Q12336629
ph138103,Q35808
ph138112,Q500054
ph138113,Q499312
ph138126,Q2681162
ph138127,Q4927820
ph138136,Q189101
ph138137,Q14906266
ph138139,Q576349
ph138179,Q1131257
ph138181,Q11079421
ph138182,Q91867273
ph138195,Q1268526
ph138198,Q14819276
ph138201,Q1520130
ph137727,Q56598570
ph137728,Q1070521
ph137735,Q18457472
ph137738,Q1826450
ph137743,Q878138
ph137746,Q327591
ph137754,Q875948
ph137756,Q618779
ph137759,Q107401755
ph137767,Q4351610
ph137775,Q5227391
ph137779,Q2162458
ph137783,Q939318
ph137789,Q47844
ph137792,Q7212660
ph137799,Q85804932
ph137810,Q355534
ph137811,Q861689
ph137814,Q5657855
ph137818,Q998672
ph137840,Q101965
ph137842,Q246107
ph137851,Q335225
ph137876,Q4593337
ph137919,Q1377163
ph137925,Q5381223
ph137927,Q109919036
ph137932,Q166543
ph137470,Q11713283
ph137475,Q854275
ph137506,Q1402508
ph137509,Q15079786
ph137528,Q474200
ph137530,Q187860
ph137540,Q43702
ph137543,Q3664292
ph137547,Q4179400
ph137565,Q1908222
ph137570,Q858023
ph137569,Q7782455
ph137587,Q4162051
ph137592,Q88483334
ph137610,Q88961277
ph137653,Q1261842
ph137656,Q1261842
ph137657,Q189970
ph137673,Q2519340
ph137677,Q773009
ph137687,Q1068640
ph137688,Q99976903
ph137702,Q2431958
ph137710,Q106035592
ph137717,Q55417228
ph137721,Q182581
ph137725,Q12198
ph137182,Q7138926
ph137186,Q109568071
ph137187,Q2750585
ph137231,Q1438498
ph137204,Q11424424
ph137235,Q2312472
ph137247,Q1193870
ph137249,Q388618
ph137270,Q2982911
ph137277,Q1774662
ph137283,Q4290
ph137288,Q2672163
ph137293,Q52943
ph137302,Q37328535
ph137305,Q610112
ph137306,Q4810574
ph137358,Q9395337
ph137365,Q107424412
ge1157599,Q522573
ge1157603,Q1619824
ge1157625,Q682350
ge1157811,Q41496
ge1157812,Q11050
ge1157813,Q3902
ge1157823,Q10296675
ge1157828,Q12034311
ge1157875,Q11878898
ge1157895,Q5619647
ge1157912,Q12030045
ph1157368,Q790747
ph1157370,Q1411731
ph135206,Q95720408
ph135197,Q24699794
ph135196,Q2641292
ph135207,Q185529
ph135214,Q768717
ph135216,Q239582
ph135222,Q7328910
ph135220,Q4801521
ph135229,Q63957358
ph135267,Q4164507
ph135252,Q207857
ph135271,Q269770
ph135265,Q15986589
ph135286,Q3487980
ph135298,Q4209369
ph135306,Q1244442
ph135313,Q107509130
ph135318,Q1916567
ph135322,Q17991981
ph135328,Q7900883
ph135339,Q609781
ph135344,Q4352998
ph135356,Q1573035
ph135357,Q2485699
ph135363,Q1192065
ph135364,Q12503
ph135366,Q254347
ph135378,Q339654
ph135034,Q3355930
ph135040,Q1277412
ph135045,Q319317
ph135047,Q1762403
ph135052,Q329118
ph135053,Q621558
ph135062,Q204194
ph135066,Q2419430
ph135074,Q1168665
ph135070,Q112220177
ph135081,Q3042630
ph135083,Q1744036
ph135088,Q653971
ph135089,Q1144039
ph135106,Q939364
ph135107,Q1193939
ph135114,Q17318033
ph135127,Q2057971
ph135129,Q60603744
ph135134,Q1995444
ph135135,Q767669
ph135138,Q110436128
ph135141,Q390456
ph135162,Q104998197
ph135166,Q105107179
ph135168,Q105279359
ph135174,Q60645274
ph135175,Q112258376
ph135180,Q174873
ph135181,Q142714
ph135189,Q56147803
ph134892,Q12091026
ph134894,Q12078
ph134903,Q2792936
ph134911,Q110974752
ph134915,Q3065229
ph134924,Q18556187
ph134925,Q6066379
ph134926,Q7577457
ph134930,Q2662845
ph134933,Q2989168
ph134936,Q18558210
ph134949,Q4959802
ph134950,Q113585438
ph134948,Q2735883
ph134954,Q3357466
ph134956,Q2084125
ph134959,Q21012419
ph134960,Q7168670
ph134964,Q2663859
ph134973,Q1851928
ph134984,Q1644260
ph134987,Q1361144
ph134994,Q79460
ph135001,Q1076136
ph135006,Q4360
ph135015,Q23037744
ph135017,Q21129970
ph134751,Q1741916
ph134769,Q5357996
ph134773,Q580725
ph134777,Q1974238
ph134778,Q3675172
ph134779,Q618678
ph134788,Q533025
ph134792,Q1421717
ph134804,Q5712605
ph134808,Q1628266
ph134809,Q12099082
ph134812,Q733396
ph134818,Q1130519
ph134824,Q383126
ph134828,Q196372
ph134837,Q618322
ph134845,Q1771886
ph134853,Q1434121
ph134856,Q3511075
ph134859,Q949302
ph134871,Q31207
ph128323,Q974850
ph128315,Q3354732
ph128318,Q3108600
ph128307,Q1841
ph128306,Q484275
