nkcr,wd
ge550999,Q722071
ge552254,Q701036
ge559165,Q720429
ge587519,Q701647
ge758106,Q717933
ge761131,Q721468
ge784646,Q727804
ge824698,Q707278
ge874469,Q701645
ge904270,Q719815
ge909010,Q717938
ge932302,Q724638
ge949832,Q723864
ge965080,Q700930
ge988233,Q703140
ph118045,Q720634
ph120193,Q726929
ph120356,Q715434
ph771608,Q724878
ph779437,Q705874
ge1021374,Q745097
ge1022296,Q743746
ge1045165,Q729214
ge1051993,Q732851
ge1077428,Q732664
ge1078576,Q754795
ge129296,Q740292
ge129799,Q739824
ge130777,Q754790
ge131133,Q755698
ge134116,Q747010
ge136965,Q728813
ge174148,Q745308
ge214369,Q748037
ge231346,Q742902
ge305396,Q746407
ge312504,Q747035
ge320407,Q734064
ge338401,Q741917
ge338402,Q733948
ge339710,Q743193
ge339970,Q748304
ge350992,Q730142
ge351117,Q737950
ge369638,Q734990
ge375489,Q731086
ge375973,Q729166
ge383698,Q732548
ge426555,Q731113
ge441051,Q755271
ge554019,Q752397
ge602699,Q750413
ge645792,Q745085
ge661540,Q752107
ge726157,Q753895
ge765334,Q730295
ge805565,Q738543
ge820962,Q731020
ge834695,Q733467
ge895025,Q735940
ge973199,Q736061
ph138416,Q742362
ge1001698,Q784807
ge1085255,Q763079
ge1086526,Q760257
ge1122330,Q783100
ge117510,Q787991
ge118398,Q764782
ge128426,Q766231
ge129805,Q767491
ge136684,Q763332
ge167699,Q770623
ge206799,Q786276
ge251955,Q780025
ge257205,Q761586
ge258348,Q769631
ge258877,Q781177
ge286295,Q766484
ge311054,Q775651
ge325745,Q781327
ge327562,Q786762
ge335883,Q781239
ge339806,Q783778
ge346003,Q779737
ge351102,Q793704
ge371811,Q782612
ge375477,Q770877
ge390104,Q770114
ge414771,Q777431
ge440586,Q763147
ge443299,Q780026
ge451235,Q765478
ge462360,Q779100
ge523335,Q778251
ge563715,Q770940
ge630748,Q767186
ge637642,Q764369
ge709426,Q772937
ge796222,Q775118
ge888850,Q772576
ge895023,Q767530
ph125831,Q815726
ge1021366,Q857455
ge1023436,Q860647
ge1072558,Q844908
ge1078388,Q842139
ge1086065,Q860729
ge1096480,Q842984
ge128514,Q846797
ge130034,Q852468
ge131331,Q842005
ge131338,Q846444
ge131346,Q852541
ge131763,Q852480
ge153220,Q838301
ge188162,Q853708
ge297532,Q849116
ge307109,Q854433
ge336775,Q852428
ge352930,Q849807
ge370349,Q847604
ge413137,Q846489
ge527582,Q849748
ge541530,Q842996
ge562276,Q852308
ge563612,Q856450
ge679381,Q852883
ge683893,Q839783
ge752433,Q845987
ge758190,Q858130
ge760258,Q853744
ge796668,Q857676
ge841630,Q867325
ge899922,Q854918
ge924307,Q848718
ge928472,Q847011
ph344083,Q842380
ph385192,Q844937
ph653785,Q855429
ph779383,Q866862
ge1123799,Q872064
ge978280,Q871536
ge1018792,Q876483
ge1038663,Q885355
ge1093486,Q906482
ge116975,Q890981
ge128410,Q881696
ge128818,Q903436
ge128841,Q901914
ge130441,Q909754
ge130607,Q909333
ge138590,Q887272
ge139351,Q878481
ge171390,Q882739
ge293539,Q881960
ge336742,Q894336
ge336753,Q898622
ge337710,Q909634
ge345971,Q882106
ge360280,Q896329
ge369142,Q872329
ge540924,Q906587
ge540927,Q902002
ge587118,Q875301
ge667523,Q888969
ge691062,Q875216
ge723861,Q908197
ge763444,Q878458
ge891471,Q884180
ph1093070,Q783910
ge1029797,Q830404
ge1086878,Q802958
ge128753,Q823130
ge129684,Q826068
ge130530,Q837629
ge211579,Q817146
ge367192,Q815721
ge371255,Q797683
ge433153,Q812029
ge440550,Q803067
ge440551,Q803053
ge442109,Q820296
ge500926,Q820637
ge571850,Q803012
ge599074,Q802058
ge599230,Q802058
ge613287,Q803639
ge775715,Q813932
ge888031,Q802557
ge913701,Q819126
ph114192,Q889766
ph1093080,Q935666
ph1093081,Q935666
ph420394,Q917891
ph1108088,Q967333
ph118162,Q952057
ge075266,Q947976
ge1028838,Q943716
ge1103695,Q962014
ge1106879,Q944457
ge1122369,Q961528
ge130492,Q970522
ge131368,Q965987
ge134174,Q956936
ge167800,Q956794
ge202499,Q965459
ge307158,Q959490
ge326983,Q946688
ge327062,Q950060
ge339040,Q947472
ge346765,Q963037
ge350991,Q956940
ge355262,Q954338
ge366048,Q944051
ge394579,Q958633
ge451773,Q946422
ge473398,Q964541
ge543396,Q949738
ge563575,Q956207
ge570890,Q956607
ge573944,Q956565
ge579430,Q955359
ge872079,Q948866
ge885645,Q956571
ge958011,Q963138
ge1029265,Q937008
ge1105619,Q923112
ge129721,Q933675
ge129722,Q912983
ge130009,Q923916
ge131285,Q935795
ge132308,Q932886
ge139340,Q923181
ge173995,Q916195
ge212571,Q933400
ge251166,Q938575
ge269243,Q926619
ge289662,Q923393
ge307063,Q921730
ge310528,Q921749
ge327470,Q929525
ge336583,Q923981
ge338381,Q925230
ge342314,Q914015
ge351116,Q924114
ge371809,Q928017
ge426703,Q911244
ge449068,Q934001
ge532417,Q939389
ge573832,Q931022
ge648972,Q919778
ge671391,Q936688
ge681447,Q910985
ge743065,Q923982
ge766412,Q911674
ge872992,Q933304
ge923143,Q930396
ge1064312,Q997381
ge1076945,Q984656
ge1094649,Q1000222
ge1103876,Q995267
ge128561,Q1001632
ge128843,Q994946
ge128847,Q998679
ge130145,Q985047
ge130652,Q986072
ge137418,Q981100
ge217220,Q1000662
ge292803,Q983983
ge304690,Q996067
ge433639,Q972606
ge444099,Q994174
ge450608,Q1003384
ge534599,Q983822
ge540928,Q991378
ge561881,Q999295
ge561919,Q999486
ge570902,Q990816
ge576482,Q971878
ge602591,Q987997
ge609384,Q986841
ge645997,Q1000597
ge652931,Q971979
ge721694,Q987193
ge756399,Q1000115
ge762225,Q1004793
ge767251,Q990057
ge769843,Q990828
ge887613,Q1003371
ge895399,Q971116
ge925814,Q990795
ge971092,Q990957
ge972851,Q983837
ge978612,Q997404
ge998903,Q990076
ge1030530,Q1124023
ge1042653,Q1144835
ge201545,Q1117037
ge327035,Q1111172
ge331833,Q1115905
ge339070,Q1113849
ge340636,Q1122331
ge351016,Q1120600
ge351121,Q1115963
ge389884,Q1115758
ge437397,Q1123825
ge641728,Q1124584
ge772576,Q1136198
ge1125433,Q1043198
ge128528,Q1019355
ge128876,Q1018795
ge128930,Q1013858
ge128934,Q1019936
ge128992,Q1013843
ge129023,Q1019360
ge129037,Q1023844
ge129116,Q1025177
ge129302,Q1017282
ge130008,Q1017815
ge130283,Q1017227
ge130970,Q1005414
ge131059,Q1017268
ge131293,Q1025162
ge134115,Q1013885
ge137119,Q1013032
ge139169,Q1022318
ge144887,Q1019558
ge160042,Q1017240
ge191002,Q1035197
ge292031,Q1018841
ge307140,Q1017261
ge307157,Q1020253
ge333529,Q1022223
ge336757,Q1022126
ge340770,Q1023868
ge346770,Q1027266
ge351038,Q1017054
ge366241,Q1020892
ge366632,Q1028217
ge391506,Q1023927
ge447162,Q1023854
ge451726,Q1020906
ge612686,Q1019321
ge658625,Q1017420
ge692805,Q1018106
ge782609,Q1017988
ge787985,Q1011020
ge834168,Q1014271
ge861072,Q1021905
ge867732,Q1023953
ge878024,Q1021203
ge913073,Q1014310
ge942548,Q1025108
ge944393,Q1043192
ge966360,Q1019816
ge985684,Q1010316
ge993375,Q1023524
ge998391,Q1015978
ph1093078,Q1126281
ph1093079,Q1126281
ph117130,Q1123579
ph432989,Q1146354
ph659443,Q1127302
ph724003,Q1111240
ge340610,Q1183946
ge345828,Q1185227
ge346803,Q1185034
ge1011712,Q1063053
ge1085273,Q1048918
ge1122335,Q1074168
ge1123361,Q1057112
ge130744,Q1069821
ge212995,Q1043635
ge250314,Q1059586
ge326850,Q1052231
ge351005,Q1055197
ge451782,Q1046978
ge494031,Q1043571
ge538217,Q1046039
ge759552,Q1068891
ge773035,Q1044728
ge789384,Q1070312
ge820391,Q1045704
ge822498,Q1070607
ge889168,Q1068529
ge346804,Q1185027
ge351026,Q1177235
ge441049,Q1181846
ge449413,Q1154052
ge589256,Q1155346
ge775723,Q1183075
ge836458,Q1177218
ge886838,Q1181867
ge938253,Q1163763
ge1043514,Q1230680
ge1089249,Q1220234
ge1123557,Q1221928
ge118008,Q1186716
ge339993,Q1194467
ge341132,Q1194425
ge351034,Q1213435
ge351037,Q1194450
ge351084,Q1194517
ge506264,Q1196056
ge607736,Q1225038
ge638223,Q1231158
ge725636,Q1207602
ge755834,Q1222988
ge893453,Q1188040
ge961838,Q1224596
ph1107753,Q1058263
ge1093499,Q1076044
ge1094658,Q1089829
ge117032,Q1103537
ge128914,Q1075518
ge129235,Q1102201
ge130442,Q1080673
ge273619,Q1090150
ge310793,Q1076776
ge339979,Q1088434
ge346787,Q1091191
ge371630,Q1090097
ge371631,Q1090110
ge388084,Q1089292
ge391173,Q1091791
ge394667,Q1091758
ge451730,Q1091778
ge714243,Q1078043
ge732018,Q1090264
ge760554,Q1095685
ge786518,Q1075397
ge832461,Q1078755
ge893779,Q1078731
ph1103397,Q1194855
ph120631,Q1221899
ge129074,Q1251610
ge129078,Q1266609
ge129088,Q1262812
ge129094,Q1263301
ge129657,Q1233346
ge130452,Q1237773
ge242425,Q1255332
ge263018,Q1233604
ge326857,Q1232371
ge327464,Q1235366
ge344478,Q1268700
ge345792,Q1232143
ge360857,Q1236241
ge371304,Q1233557
ge419765,Q1249854
ge421754,Q1266471
ge466515,Q1254250
ge559034,Q1272639
ge560417,Q1236134
ge581669,Q1267558
ge632717,Q1238387
ge632756,Q1254633
ge825749,Q1240888
ge908948,Q1232123
ge958981,Q1245661
ge1020675,Q1304737
ge130922,Q1309492
ge232592,Q1321742
ge293168,Q1302045
ge327021,Q1282083
ge361196,Q1297917
ge579427,Q1294457
ge630851,Q1322586
ge769331,Q1305618
ge777408,Q1303524
ge892513,Q1292442
ge925817,Q1280983
ph114023,Q1280626
ge292750,Q1362088
ge763115,Q1334111
ph1093071,Q1350145
ph117972,Q1332237
ph250805,Q1364774
ph349170,Q1355391
ge307133,Q1396292
ge325742,Q1401646
ge372068,Q1389469
ph689131,Q1374447
ge1058508,Q1418669
ge1068787,Q1423660
ge1123515,Q1413375
ge1124072,Q1413217
ge117478,Q1419800
ge129685,Q1426454
ge165297,Q1416480
ge172645,Q1433285
ge192292,Q1440604
ge286115,Q1444845
ge375797,Q1417034
ge390116,Q1414401
ge391985,Q1411127
ge554044,Q1411047
ge560322,Q1413649
ge617406,Q1442470
ge667081,Q1415655
ge679034,Q1408162
ge704126,Q1415408
ge891604,Q1434086
ph779399,Q1432659
ge1027292,Q1453180
ge132372,Q1484749
ge134175,Q1471150
ge345763,Q1471431
ge351080,Q1472545
ge351097,Q1466484
ge351130,Q1450615
ge390266,Q1469422
ge419763,Q1468022
ge486814,Q1455991
ge542967,Q1474446
ge923568,Q1463280
ge957740,Q1479852
ge985065,Q1493957
ph541632,Q1463516
ge1021557,Q1519265
ge129757,Q1497832
ge130199,Q1543660
ge130436,Q1509558
ge131517,Q1533134
ge137825,Q1503349
ge174156,Q1495826
ge283988,Q1529182
ge326928,Q1499971
ge493911,Q1522979
ge702206,Q1510389
ge816523,Q1517373
ge958982,Q1500935
ph122945,Q1496857
ge1063479,Q1572275
ge138717,Q1551174
ge307134,Q1581153
ge342310,Q1579659
ge449001,Q1571380
ge649008,Q1564534
ge750149,Q1579038
ge813377,Q1555407
ge974797,Q1547309
ph183304,Q1573613
ph349163,Q1550466
ge075210,Q1632190
ge1084212,Q1594158
ge128504,Q1597372
ge129271,Q1632219
ge129308,Q1628741
ge129352,Q1632485
ge134246,Q1598984
ge137346,Q1610067
ge187573,Q1632517
ge208843,Q1630651
ge230412,Q1615553
ge326937,Q1632320
ge327540,Q1615967
ge329241,Q1622144
ge332450,Q1632600
ge334262,Q1597767
ge356538,Q1632233
ge361964,Q1632306
ge366235,Q1627838
ge371607,Q1628753
ge390031,Q1628812
ge407733,Q1632618
ge476150,Q1621461
ge761791,Q1617414
ge861163,Q1617846
ge911430,Q1601436
ge984100,Q1628771
ph1118727,Q1620725
ge1090358,Q1652215
ge129646,Q1641717
ge129834,Q1654272
ge130383,Q1641742
ge130428,Q1655763
ge130839,Q1641705
ge135703,Q1669980
ge213322,Q1640830
ge338384,Q1639627
ge346368,Q1641797
ge452139,Q1640760
ge506316,Q1675716
ge678936,Q1648807
ge681574,Q1661187
ge813190,Q1645483
ge904074,Q1640083
ge307203,Q1686170
ge341251,Q1681240
ge371771,Q1688550
ge381076,Q1680067
ge390263,Q1679704
ge778211,Q1696272
ge366238,Q1707112
ge653534,Q1707417
ge1044632,Q1744717
ge129507,Q1720890
ge129516,Q1722954
ge129697,Q1741423
ge129699,Q1719724
ge131244,Q1751518
ge131318,Q1748435
ge137341,Q1709645
ge222652,Q1719411
ge290786,Q1715023
ge296344,Q1720921
ge327056,Q1722937
ge327552,Q1744199
ge338469,Q1737614
ge369116,Q1738543
ge397962,Q1747551
ge581521,Q1723626
ge678786,Q1742139
ge075452,Q1774010
ge129601,Q1777924
ge129647,Q1785219
ge129686,Q1790091
ge129696,Q1790490
ge129739,Q1779540
ge129741,Q1797663
ge130334,Q1761692
ge130838,Q1757182
ge130993,Q1788222
ge137292,Q1756952
ge212996,Q1767147
ge213356,Q1781326
ge254932,Q1785316
ge308947,Q1790763
ge336846,Q1778205
ge338583,Q1773839
ge346517,Q1777907
ge347831,Q1777757
ge352050,Q1789630
ge366649,Q1783085
ge371797,Q1790498
ge381598,Q1797651
ge386718,Q1784688
ge389865,Q1789701
ge389883,Q1782215
ge420509,Q1790087
ge448120,Q1779992
ge514787,Q1778044
ge690663,Q1782115
ge757165,Q1760084
ph172847,Q1758798
ge1023596,Q1808528
ge117956,Q1818179
ge128450,Q1815090
ge130031,Q1818220
ge130412,Q1813776
ge131176,Q1852528
ge131329,Q1804246
ge137163,Q1822800
ge139090,Q1850618
ge188156,Q1827866
ge280848,Q1808499
ge285719,Q1811363
ge325687,Q1821118
ge326938,Q1823078
ge340453,Q1818215
ge360866,Q1823117
ge381065,Q1811676
ge390268,Q1809719
ge422772,Q1818233
ge472537,Q1821131
ge552744,Q1823156
ge815273,Q1814663
ge925552,Q1817340
ge116906,Q1878475
ge130457,Q1877894
ge139362,Q1868477
ge222627,Q1868468
ge232910,Q1868424
ge326964,Q1890407
ge371034,Q1868449
ge381607,Q1898706
ge416414,Q1903233
ge466080,Q1888089
ge538765,Q1862688
ge560907,Q1903286
ge565873,Q1905617
ge603469,Q1879547
ge742329,Q1884756
ge757846,Q1878449
ge823742,Q1891711
ge887513,Q1882383
ge907752,Q1878455
ge908974,Q1870143
ge126996,Q1936839
ge130097,Q1957269
ge130702,Q1935661
ge134509,Q1935879
ge137309,Q1943228
ge139305,Q1932183
ge242831,Q1921691
ge295936,Q1927436
ge338886,Q1935493
ge339321,Q1914714
ge342305,Q1919718
ge346021,Q1910841
ge493918,Q1943917
ge519110,Q1923545
ge563606,Q1950932
ge582929,Q1945160
ge616311,Q1944509
ge636508,Q1951355
ge757562,Q1931523
ge848031,Q1936339
ge1092786,Q1978337
ge129984,Q1981917
ge130202,Q2003080
ge130427,Q1997179
ge130956,Q2000659
ge134489,Q1968612
ge137409,Q1973864
ge223811,Q2003381
ge285726,Q2003091
ge286118,Q2002958
ge291539,Q1998847
ge325703,Q1984087
ge325738,Q1972528
ge345696,Q1958611
ge363792,Q2003012
ge375994,Q1970841
ge381583,Q1969317
ge383771,Q1993263
ge413240,Q1993623
ge493011,Q1990156
ge509642,Q2002963
ge608150,Q1973345
ge620792,Q1997738
ge702458,Q1996455
ge727540,Q1996389
ge779732,Q1984958
ge867531,Q1962889
ge878923,Q1974362
ge952881,Q1980511
ph117513,Q1968819
ge115246,Q2035022
ge128627,Q2046460
ge130977,Q2033048
ge134095,Q2049940
ge295938,Q2044407
ge323213,Q2013287
ge336312,Q2023866
ge358453,Q2044194
ge360567,Q2034795
ge371624,Q2020661
ge372090,Q2016409
ge375944,Q2053877
ge394580,Q2035099
ge537262,Q2010789
ge563561,Q2020078
ge583368,Q2030200
ge596966,Q2027573
ge612684,Q2024658
ge679499,Q2018726
ge680040,Q2008614
ge744516,Q2029463
ge892632,Q2013496
ph117984,Q2035074
ge1089030,Q2065660
ge1095205,Q2100309
ge1124495,Q2104794
ge114028,Q2099649
ge128441,Q2065538
ge130867,Q2065793
ge134439,Q2106899
ge137364,Q2067993
ge173793,Q2066040
ge242846,Q2064582
ge281864,Q2101265
ge291643,Q2069491
ge307477,Q2061773
ge375966,Q2061663
ge390122,Q2074636
ge394671,Q2108443
ge418127,Q2104815
ge538322,Q2071062
ge599477,Q2102284
ge673213,Q2097474
ge697188,Q2065576
ge839420,Q2103311
ge907333,Q2060152
ge956298,Q2063930
ge136962,Q2166204
ge258237,Q2140689
ge264548,Q2157999
ge280854,Q2119191
ge291989,Q2146927
ge307069,Q2119725
ge307083,Q2128920
ge326796,Q2125325
ge335305,Q2166312
ge371787,Q2153515
ge375992,Q2164909
ge379467,Q2113704
ge541545,Q2115656
ge668372,Q2150294
ge680092,Q2120631
ge681446,Q2114405
ge758671,Q2144556
ge763485,Q2119626
ge970841,Q2111198
ge137391,Q2218040
ge296306,Q2184929
ge296346,Q2210017
ge351144,Q2178427
ge375488,Q2220097
ge377841,Q2198193
ge378887,Q2211569
ge381071,Q2209513
ge381075,Q2199458
ge383748,Q2192769
ge437841,Q2186644
ge509340,Q2220827
ge671759,Q2174855
ge814234,Q2168830
ge905604,Q2185325
ge1082997,Q2228669
ge129123,Q2282099
ge129291,Q2232658
ge129610,Q2252010
ge130248,Q2278743
ge130935,Q2269706
ge130999,Q2276040
ge281462,Q2266063
ge325701,Q2230118
ge325717,Q2241271
ge336946,Q2270383
ge338400,Q2270850
ge345814,Q2261769
ge371442,Q2236449
ge375474,Q2280821
ge375494,Q2279872
ge378766,Q2271673
ge382341,Q2255173
ge420650,Q2227566
ge437838,Q2264424
ge563603,Q2262884
ge564773,Q2253719
ge681549,Q2254575
ge709415,Q2228084
ge736715,Q2259885
ge853408,Q2258753
ge211252,Q2309369
ge220157,Q2303704
ge269225,Q2288019
ge296310,Q2334608
ge326858,Q2327325
ge327007,Q2315117
ge335495,Q2301642
ge341247,Q2297685
ge375953,Q2304956
ge379460,Q2305051
ge381612,Q2321753
ge418138,Q2294766
ge426303,Q2292896
ge436310,Q2323912
ge490343,Q2305455
ge634730,Q2302434
ge668768,Q2325437
ge685439,Q2293213
ge844852,Q2305007
ge926492,Q2297814
ge1057382,Q2388456
ge1089253,Q2342266
ge115140,Q2376801
ge129049,Q2353353
ge129301,Q2350541
ge131250,Q2361360
ge131470,Q2350769
ge138057,Q2370667
ge230084,Q2393125
ge258175,Q2369572
ge314635,Q2353675
ge314636,Q2364648
ge334264,Q2364600
ge337675,Q2370177
ge338648,Q2349792
ge345853,Q2370716
ge371294,Q2344334
ge388005,Q2364618
ge394668,Q2390773
ge412159,Q2386849
ge415240,Q2352045
ge658808,Q2374301
ge690672,Q2353699
ge924048,Q2388371
ge989266,Q2353666
ge1054676,Q2400095
ge117528,Q2448746
ge130048,Q2427117
ge130606,Q2446973
ge258240,Q2412908
ge320319,Q2436543
ge326855,Q2419958
ge369028,Q2436754
ge500301,Q2421100
ge612675,Q2416997
ge765982,Q2447020
ge766043,Q2443843
ph1122562,Q2444955
ge075292,Q2486384
ge1080798,Q2495519
ge131366,Q2470113
ge137123,Q2460331
ge138639,Q2465390
ge291935,Q2482909
ge325697,Q2455604
ge326864,Q2465365
ge345858,Q2464258
ge356561,Q2465935
ge375783,Q2479323
ge375989,Q2473413
ge381578,Q2482767
ge471430,Q2461187
ge491237,Q2458276
ge549162,Q2461521
ge653395,Q2459424
ge814347,Q2479848
ph116949,Q2469300
ph436039,Q2496264
ge129239,Q2521056
ge129269,Q2520653
ge130701,Q2520909
ge232965,Q2521127
ge307123,Q2537923
ge326986,Q2509478
ge334768,Q2519339
ge345673,Q2519894
ge371793,Q2524669
ge437411,Q2538449
ge473561,Q2521738
ge485434,Q2520738
ge489875,Q2524817
ge516466,Q2520607
ge564774,Q2520970
ge607830,Q2535028
ge667796,Q2524590
ge674051,Q2529088
ge718435,Q2518610
ge766011,Q2509021
ge276278,Q2548255
ge503181,Q2549395
ge139272,Q2551146
ge366794,Q2603449
ge1033193,Q2629685
ge128964,Q2642661
ge132359,Q2628720
ge136680,Q2641539
ge336936,Q2610840
ge346006,Q2635345
ge536554,Q2619854
ge570453,Q2630603
ge650153,Q2607181
ge922279,Q2606211
ge991905,Q2630527
ge075316,Q2696889
ge1008327,Q2696510
ge1052187,Q2652934
ge1107791,Q2696493
ge118215,Q2697750
ge129594,Q2698038
ge129804,Q2696901
ge130648,Q2660139
ge130953,Q2704424
ge131375,Q2688960
ge208861,Q2658040
ge271392,Q2703669
ge305384,Q2702306
ge325718,Q2702403
ge326960,Q2702673
ge338789,Q2683174
ge360277,Q2702589
ge371605,Q2700367
ge375502,Q2702155
ge376002,Q2702599
ge378020,Q2687038
ge379463,Q2704399
ge381398,Q2698068
ge391984,Q2702357
ge463339,Q2661922
ge501511,Q2661912
ge687450,Q2658942
ge761675,Q2662010
ge762257,Q2704187
ge807927,Q2659679
ge1037233,Q2737252
ge129943,Q2735270
ge382714,Q2720383
ge460878,Q2738538
ge757564,Q2754881
ge766092,Q2738748
ge781601,Q2723532
ge982501,Q2776930
ge984406,Q2752423
ph680272,Q2752838
ge137122,Q84565071
ge138274,Q2800564
ge893506,Q2832200
ge1011180,Q2887479
ge129068,Q2887573
ge420196,Q2904285
ge680193,Q2888946
ge940106,Q2904932
ph325867,Q2866472
ge1030642,Q2916581
ge291532,Q2975166
ge680277,Q2957660
ge943463,Q2933758
ge1095110,Q3077771
ph121695,Q3065932
ge134444,Q3131132
ge574546,Q3122494
ge748689,Q3110974
ge867231,Q3118683
ge389920,Q3182198
ge978852,Q3179602
ge484064,Q3281955
ge130928,Q3305084
ge117493,Q3356862
ge284185,Q3356862
ge1035710,Q3406749
ge710303,Q3435487
ge759059,Q3445866
ph1117810,Q3502937
ph120281,Q3494380
ph394400,Q3499816
ge1123250,Q3492743
ge128546,Q3500288
ge129330,Q3509927
ge130238,Q3487881
ge130567,Q3509780
ge137075,Q3509563
ge138380,Q3491391
ge291188,Q3521184
ge311457,Q3499173
ge312508,Q3500729
ge333341,Q3490075
ge336437,Q3493273
ge351140,Q3507771
ge444872,Q3492846
ge475836,Q3490557
ge626883,Q3500101
ge822148,Q3499594
ge894610,Q3505490
ge922264,Q3508155
ge993715,Q3514091
ge146564,Q3565056
ge202300,Q3561898
ge204126,Q3564060
ge345734,Q3561898
ge658915,Q3563265
ge977430,Q3567301
ge702320,Q3626741
ge777298,Q3720866
ge381614,Q3817226
ge774587,Q3782078
ph220328,Q3827332
ge838806,Q3850729
ge907868,Q3888612
ge361584,Q3968435
ge601722,Q4092262
ge680974,Q4103024
ge1009647,Q4180120
ge421757,Q4154278
ge733642,Q4187143
ge810454,Q4180580
ge129702,Q4238171
ge134586,Q4230517
ge849894,Q4275910
ge998162,Q4228221
ge577728,Q4462985
ge991259,Q4466429
ph170405,Q4469739
ge1064069,Q4536122
ge908954,Q4526885
ge130456,Q4359178
ge896669,Q4879487
ge780201,Q5321462
ge128378,Q5390306
ge118136,Q4935045
ge580613,Q5737478
ge631102,Q5716509
ge134167,Q5454843
ge195252,Q5590462
ge1048353,Q4997558
ge387283,Q5004741
ge838655,Q5050281
ph126470,Q4986607
ge130445,Q5060447
ge189215,Q5099405
ge493915,Q5054905
ge541541,Q5087616
ge888847,Q5063206
ge453795,Q6591627
ge708090,Q6649646
ge277355,Q5182503
ge874061,Q5179975
ph1105543,Q5855562
ge994743,Q6014498
ge543393,Q6867855
ge668356,Q6100645
ph257859,Q7047719
ge356569,Q7127675
ge737076,Q7107410
ge1071490,Q7235448
ge1099170,Q7265043
ge132334,Q7207410
ge130598,Q7279817
ge160052,Q7332301
ge131504,Q7380487
ge292886,Q7346840
ge422483,Q7342257
ge728720,Q7359615
ge753690,Q7439955
ge890601,Q7416444
ge130809,Q7511639
ge196876,Q7514807
ge413721,Q7570941
ge138054,Q7939351
ge696879,Q7942671
ge679403,Q7996166
ge360070,Q6335017
ge595278,Q6417721
ge731172,Q6440345
ge1079470,Q8041103
ge695392,Q8063578
ge799174,Q8044756
ge997303,Q8049502
ge340103,Q8311330
ge341253,Q8311553
ge132347,Q6471038
ph166083,Q6499736
ge737138,Q6556170
ge137800,Q8535235
ge336748,Q8556979
ge336917,Q8555283
ge337683,Q8553893
ge337689,Q8554615
ge338476,Q8557293
ge338762,Q8554062
ge338850,Q8557634
ge339717,Q8556239
ge339968,Q8555580
ge340440,Q8558209
ge340777,Q8552489
ge340816,Q8558490
ge340824,Q8558516
ge341136,Q8554848
ge341277,Q8558704
ge341292,Q8552607
ge341301,Q8558649
ge369012,Q8546684
ge413202,Q8547534
ge516813,Q8557444
ge761658,Q8552521
ge761692,Q8555309
ge778678,Q8556058
ge820278,Q8557394
ge834197,Q8554120
ge838670,Q8555919
ge838805,Q8558043
ge841841,Q8555670
ge883782,Q8558680
ge994736,Q8553564
ge175647,Q9264038
ge295823,Q9209233
ge389919,Q9209255
ge114756,Q9293339
ge138080,Q9368488
ge637086,Q9332925
ge867076,Q9365716
ge883669,Q9293848
ge925647,Q9308826
ge138584,Q9380963
ge389691,Q9395246
ge389697,Q9393799
ge059521,Q10857436
ge059764,Q10861672
ge083121,Q10857804
ge249281,Q10857438
ge268062,Q10941807
ge295508,Q10859753
ge326881,Q10937461
ge326883,Q10857292
ge332564,Q10857322
ge334762,Q10856832
ge339079,Q10859621
ge350977,Q10856247
ge361433,Q10937436
ge382338,Q10857124
ge472535,Q10861232
ge501654,Q10857334
ge521142,Q10856781
ge536654,Q10861675
ge634025,Q10857107
ge649218,Q10860462
ge680051,Q10861761
ge682346,Q10857242
ge761650,Q10861748
ge773268,Q10859703
ge773992,Q10859614
ge776027,Q10856446
ge829166,Q10861070
ge849603,Q10861782
ge970904,Q10857348
ge059769,Q10294595
ge1086881,Q10279352
ge222700,Q10276760
ge326886,Q10271869
ge341309,Q10296573
ge384778,Q10273136
ge390060,Q10284156
ge440225,Q10269704
ge482169,Q10296262
ge483833,Q10271573
ge540879,Q10296683
ge620808,Q10273388
ge739450,Q10296599
ge000315,Q11086313
ge059519,Q11082401
ge131756,Q11086066
ge277393,Q11086592
ge305007,Q11087538
ge327018,Q11081269
ge339036,Q11085242
ge341288,Q11082004
