id	lemma	pos
1134	apumpu	s.
1135	Apunchik	s.
1136	apunchik kamay	s.
1137	Apunchik kawsarispa wichay	expr.
1138	Apunchik manaraq hamuy wata	expr.
1139	Apunchikman mañari	s.
1140	Apunchik wañusqa punchaw	expr.
1141	apup simin	s.
1142	apuq	s.
1143	apuq	s.a.
1144	apuqkuna	s.
1145	apuqkuna tantaripacha	s.
1146	apuq tukusqa	s.
1147	apurata	adv.m.
1148	apuray	s.
1149	apuray	v.intr.
1150	apuraylla	adv.m.
1151	apurayman yachay	expr.
1152	Apurimaq	s.
1153	apurimpuy	v.tr.
1154	apu simi	s.
1155	apu simi	s.
1156	Apu Sinak'ara	s.
1157	apuskachaq	s.a.
1158	apuskachay	s.
1159	apuskachay	v.intr.
1160	apuskachay	v.tr.
1161	apuski	s.
1162	apuskikuna	s.
1163	apuskinnaq; mana apuskiyuq	s.p.
1164	apustay	v.intr.
1165	apusunqu	adj.
1166	apu suntur tiyana	s.
1167	apu tayta	s.
1168	apu tuktu	s.
1169	Apu Ullantay	s.
1170	apuwan churakuq	s.a.
1171	apu wasi	s.
1172	apuy	s.
1173	apuy	v.tr.
1174	apuyay	v.tr.
1175	apuyaykuna	s.
1176	apwista	s.
1177	apyay	v.tr.
1178	apyu	s.
1179	apyupi riy	v.mov.
1180	apharuma	s.
1181	Apharumiri	s.
1182	aphata	s.
1183	aphichi	s.
1184	ap'a	s.
1185	Aqá!	interj.
1186	aqa	s.
1187	aqa	s.
1188	aqachiq	s.a.
1189	aqalli	s.
1190	aqarqitu	s.
1191	aqaruraykuna	s.
1192	aqaruway	s.
1193	aqarwitu	s.
1194	aqay	s.
1195	aqay	v.tr.
1196	aqcha	s.
1197	aqcha	s.
1198	aqcha illaq	s.a.
1199	aqchaqara	s.
1200	aqcha qara	s.
1201	aqchaqaray	v.tr.
1202	aqcharutuq	s.a.
1203	aqchasapa	s.p.
1204	aqchata allichiq	s.a.
1205	aqchi	s.
1206	aqchillku	s.
1207	aqi	s.
1208	aqinti	s.
1209	aqiy	s.
1210	aqlalita	adv.c.
1211	aqniy	v.intr.
1212	aqnu	s.
1213	aqnuy	v.tr.
1214	aqta	s.
1215	aqtu	s.
1216	aqtuchiy	v.tr.
1217	aqtukuy	v.intr.
1218	aqtuy	v.intr.
1219	aqu	s.
1220	aqu	s.
1221	aqu-aqu	s.
1222	aquchinchay	s.
1223	Aqumayu	s.
1224	aqu pampa	s.
1225	Aqupampa	s.
1226	Aqupiya	s.
1227	aquraki	s.
1228	aqu rumi	s.
1229	aquski	s.
1230	aquy	adj.
1231	aquy	v.tr.
1232	aquyay	v.intr.
1233	aquylla	s.
1234	aquyra	s.
1235	aquyraki	s.
1236	aqha	s.
1237	aqhachiy	v.tr.
1238	aqha llanthu	s.
1239	aqhapaq kuraka	s.
1240	aqha rapi	s.
1241	aqha wasi	s.
1242	aqha wiksa	s.
1243	aqhay	v.intr.
1244	aradu	s.
1245	arahu	s.
1246	arakiwa	s.
1247	arakuku	s.
1248	aran	adj.
1249	aran	adv.l.
1250	aranwa	s.
1251	aranwaq	s.
1252	aranwaq	s.a.
1253	aranway	s.
1254	aranway	v.tr.
1255	aranway qillqa	s.
1256	araña	s.
1257	araña k'aspi	s.
1258	arap'ay	v.tr.
1259	arap'ay waskata	v.tr.
1260	araq	adj.
1261	araq	s.
1262	araq	s.
1263	araqchaki	adj.
1264	ararankha	s.
1265	araray!	interj.
1266	arariwa	s.
1267	arariwa	s.
1268	arariwa apu	s.
1269	arariway	v.tr.
1270	arariway	v.tr.
1271	arata	s.
1272	araw	s.
1273	arawa	s.
1274	araway	v.tr.
1275	arawi t'aqa	s.
1276	aray	v.tr.
1277	arayan	s.
1278	arí	adv.afirm.
1279	ari	adv.m.
1280	ari	conj.
1281	ari	s.
1282	ari, tiyanmi	expr.
1283	arich	adv.m.
1284	aricha	adj.
1285	arichá	adv.m.
1286	aricha	s.
1287	aricha ñisqa	adj.
1288	Arika	s.
1289	arina	s.
1290	arina	s.
1291	arinichiy	v.tr.
1292	arinsa	s.
1293	arinsay	v.tr.
1294	arintay	v.tr.
1295	arí ñichiy	v.tr.
1296	ari ñinakuy	s.
1297	arí ñiy	v.tr.
1298	aripuni	adv.m.
1299	ariq	s.a.
1300	Ariqhipa	s.
1301	arisina	expr.
1302	ariwaki	s.
1303	ariy	v.tr.
1304	arkay	v.tr.
1305	arkayuyu	s.
1306	arku	s.
1307	arku	s.
1308	arma	s.
1309	Arma	s.
1310	armachiy	v.tr.
1311	armakuna	s.
1312	armakuy	v.intr.
1313	armakuy	v.tr.
1314	armasqanilla	expr.
1315	armay	v.intr.
1316	armuthuy	v.intr.
1317	arpay	s.
1318	arpay	v.tr.
1319	arpha	adj.
1320	arpha	s.
1321	arpha ñawi	adj.
1322	arphayaykapuy	v.intr.
1323	arqhiy	v.dic.
1324	arqhiy	v.intr.
1325	arqhuy	v.intr.
1326	arrichu	adj.
1327	arriglay	v.tr.
1328	arrimay	v.intr.
1329	arrindakuy	v.intr.
1330	arrinday	v.tr.
1331	arripintikuy	v.tr.
1332	arriyay	v.
1333	arruba	s.
1334	arrus	s.
1335	arrusillu	s.
1336	artiphaqtu	s.
1337	arukuna	s.
1338	aruma	adj.
1339	aruq	s.a.
1340	aruq	s.a.
1341	aruwa	s.
1342	aruwi	s.
1343	aruy	s.
1344	aruy	v.tr.
1345	aruy	v.tr.
1346	arwapa	s.
1347	arwi	s.
1348	arwi-arwi	adj.
1349	arwi-arwi	s.
1350	arwi-arwiy	v.tr.
1351	arwiha	s.
1352	arwikakuqrusqa	p.p.p.
1353	arwikakuy	v.intr.
1354	arwiy	v.tr.
1355	as	adj.
1356	As!; Asá!	interj.
1357	as(ta)wan allin, hatun	adj.
1358	as(ta)wan mana allin	adj.
1359	as(ta)wan mana allin tukuy	v.intr.
1360	as(ta)wan uchuylla	adj.
1361	asa kaskama	expr.
1362	asamantallam mana ... (yaqalla)	adv.preadj.
1363	asanka	s.
1364	asankayrumpa	s.
1365	asas	adv.m.
1366	asata kaskama	expr.
1367	asayay	v.intr.
1368	aschalla	adv.m.
1369	aschay	v.tr.
1370	asi	adv.afirm.
1371	asichikuq	adj.
1372	asichiq	s.a.
1373	asichiy	v.tr.
1374	asichiy qillqa	s.
1375	asikita	s.
1376	asiku	adj.
1377	asikuy	v.intr.
1378	asillalliy	v.tr.
1379	asimut	s.
1380	asina	s.
1381	asina qilla	s.
1382	asinas	adj.
1383	asina willakuy	s.
1384	asinayay	adj.
1385	asinayay	s.
1386	asinayay	v.intr.
1387	asinda	s.
1388	asinda wasi	s.
1389	asipay	v.intr.
1390	asipayay	s.
1391	asipayay	v.tr.
1392	asiq	adj.
1393	asiri	s.
1394	asirikuy	v.intr.
1395	asiriy	v.intr.
1396	asiru	s.
1397	asiy	s.
1398	asiy	v.dic.
1399	aska	adj.
1400	askama	adv.t.
1401	askama!	expr.
1402	askamalla	adv.t.
1403	askanku	s.
1404	askankuy	s.
1405	askantuy	s.
1406	askay!	expr.
1407	as kikin	pron.indef.
1408	asku kirulaya	s.
1409	aslaku	s.
1410	aslla	adj.
1411	aslla kachariy	v.intr.
1412	asllam	s.
1413	aslla machariy	v.intr.
1414	aslla manchay	adj.
1415	asllamanta	adv.t.
1416	aslla qullqipi qaturiq	s.a.
1417	aslla waliq; aslla walisqa	adj.
1418	asmay	v.intr.
1419	asna	adj.
1420	asna charapa	s.
1421	asnakitu	s.
1422	asnaku	adj.
1423	asnapa	s.
1424	asna p'anqa	s.
1425	asnaq	adj.
1426	asnaq	s.
1427	asnaq pinchi	s.
1428	asnaq wayta	s.
1429	asnaq yaku	s.
1430	asnasu	adj.
1431	asnawayra	s.
1432	asnay	s.
1433	asnay	v.intr.
1434	asnin	s.
1435	asnin	s.pr.
1436	asnu	adj.
1437	asnu	s.
1438	asnu sacha	s.
1439	aspas	conj.
1440	aspi	s.
1441	aspikuy	v.tr.
1442	aspikuy	v.tr.
1443	aspiq	s.
1444	aspiq	s.a.
1445	aspiriy	v.intr.
1446	aspiy	v.tr.
1447	astachiy	v.tr.
1448	Asta kasqaman!	expr.
1449	astakuy	v.intr.
1450	astakuy	v.tr.
1451	astamuy	v.tr.
1452	astana	s.
1453	astanakuy	v.recip.
1454	astana qallwa	s.
1455	astapuy	v.tr.
1456	astaqa	adv.m.
1457	astawan	adv.m.
1458	astawan	adv.preadj.
1459	astawan	conj.
1460	astawan allin	adv.m.
1461	astawan alliyachiy	v.tr.
1462	astawan chay lawman	postpos.
1463	astawan munasqa	s.
1464	astawan munay	v.tr.
1465	astawanpas	adv.m.
1466	astawanqa	adv.m.
1467	astawanqarin (hinapas)	conj.
1468	astay	s.
1469	astay	v.tr.
1470	astay	v.tr.
1471	astaypura	s.
1472	astilla	s.
1473	astiy	v.tr.
1474	astiy	v.tr.
1475	astiy	v.tr.
1476	asuchiy	v.tr.
1477	asuka	s.
1478	asukar	s.
1479	asukar wayu	s.
1480	asukuy	v.mov.
1481	asul	adj.
1482	asuriy	v.mov.
1483	asuriy	v.mov.
1484	asuti	s.
1485	asuti	s.
1486	asutiy	v.tr.
1487	asuy	v.mov.
1488	asuy	v.mov.
1489	asuy	v.tr.
1490	asuykamuy	v.mov.
1491	asuykanakuy	v.recip.
1492	asuykuy	v.mov.
1493	asuyla	s.
1494	aswa	s.
1495	aswa	s.
1496	aswa hampiy	v.tr.
1497	aswakuy	v.intr.
1498	aswan	adv.m.
1499	aswan	adv.preadj.
1500	aswan	conj.
1501	aswana	s.
1502	aswan alli	adj.
1503	aswan-aswan	adv.m.
1504	aswanchasqa	adj.
1505	aswanchay	v.intr.
1506	aswan huk chhika	expr.
1507	aswan kaq	adj.
1508	aswan kaspa	adj.
1509	aswanpas	conj.
1510	aswan pisi	expr.
1511	aswan pisi	num.ind.
1512	aswan qhipan	s.pr.
1513	aswanta	adv.m.
1514	aswan uchuy	adj.
1515	aswap ñawin	s.
1516	asway	v.tr.
1517	asyaqrusqa	p.p.p.
1518	asyay	s.
1519	asyay	v.tr.
1520	ashaka	adv.m.
1521	ashapakuy	v.dic.
1522	asharita	s.
1523	ashay	v.dic.
1524	ashipakuy	v.tr.
1525	ashiy	v.tr.
1526	ashwampa	adj.
1527	atahay	v.tr.
1528	ataka	s.
1529	Atakachaw!	interj.
1530	Atakaw!	interj.
1531	atalla puma	s.
1532	atallpa	s.
1533	atam	s.
1534	atamiski	s.
1535	atanyasqa	p.p.p.
1536	ataqu	s.
1537	atara	s.
1538	atarway	s.
1539	Atatallaw!	interj.
1540	Atataw!	interj.
1541	Atatay!	interj.
1542	ataw	adj.
1543	Ataw!	interj.
1544	ataw	s.
1545	Atawallpa	s.
1546	atawchi	adj.
1547	atawmana	adj.
1548	atawqay	s.
1549	ati	s.
1550	atichaw	s.
1551	atichay	v.tr.
1552	atichiy	v.tr.
1553	atichiy	v.tr.
1554	atika	s.
1555	atikamuy	v.tr.
1556	atikay	v.tr.
1557	atikaypa	adj.poses.
1558	atiklla	s.
1559	atikllay	v.tr.
1560	atikunaq	adj.
1561	atikuq	adj.
1562	atikuq kay	s.
1563	atikuqlla	adj.
1564	atikusqan	s.pr.
1565	atikuy	s.
1566	atikuy	v.cop.
1567	atillcha	s.
1568	atillcha purantin; atillcha matintin	adj.
1569	atimullp'u	s.
1570	atimusquy	s.
1571	atinakuy	v.recip.
1572	atinalla	adj.
1573	atinalla kay	s.
1574	atindiy	v.tr.
1575	atinikuy	v.intr.
1576	atininiy	s.
1577	atinlla	adj.
1578	atipa	s.
1579	atipachaw	s.
1580	atipachiy	v.tr.
1581	atipakuq	s.a.
1582	atipakuy	s.
1583	atipakuy	v.intr.
1584	atipamuy	v.tr.
1585	atipana	s.
1586	atipanakuy	s.
1587	atipanakuy	v.recip.
1588	atipankuy	s.
1589	atipaq	s.a.
1590	atipaspa rikuy	s.
1591	atipasqa	p.p.p.
1592	atipay	s.
1593	atipay	s.
1594	atipay	v.mod.
1595	atipay	v.tr.
1596	atipayay	v.tr.
1597	atipayniyuq	s.p.
1598	atiq	s.a.
1599	atiqlla	s.
1600	atiqllay	v.tr.
1601	atiray	v.tr.
1602	atirpay	s.
1603	atiruna	adj.
1604	atisamqa	s.
1605	atisamq'a	s.
1606	atisanka	s.
1607	atisankawasi	s.
1608	atispalla	adv.m.
1609	atispa mana atispa	adv.m.
1610	atisqa	p.p.p.
1611	atisqan	s.pr.
1612	atitaphya	adj.
1613	atitaphya	s.
1614	atituq	s.
1615	atiy	s.
1616	atiy	s.
1617	atiy	v.mod.
1618	atiy	v.tr.
1619	atiyati	adj.
1620	atiykuy	s.
1621	atiykuy	v.tr.
1622	atiyniyuq	s.p.
1623	atiypaq	adj.
1624	atiy rikch'ay	s.
1625	atiysapa	s.p.
1626	atqi	s.
1627	atuchi	adj.
1628	atu kamay	s.
1629	atukay	s.
1630	atukayasqa pukuy	s.
1631	atuq	adj.
1632	Atuq	s.
1633	atuq	s.
1634	atuq-atuq	s.
1635	atuq china	s.
1636	atuqllaña	s.
1637	atuqpa papan	s.
1638	atuqpa ullukun	s.
1639	atuq siwis	s.
1640	atuq urqu	s.
1641	atuq waqachi	s.
1642	atyaq	s.
1643	at'aqra	s.
1644	aw; awá	adv.afirm.
1645	aw	s.
1646	awa	s.
1647	awa	s.
1648	awa	s.
1649	awa	s.
1650	awa amarun k'aspi	s.
1651	awa aparina	s.
1652	awacha	s.
1653	awachiy	v.tr.
1654	awahi mach'aqway	s.
1655	Awahún	s.
1656	awaki kasana unku	s.
1657	awakipa; awaykipita	s.
1658	awakipay	v.tr.
1659	awaki p'unchaw	s.
1660	awaki unku	s.
1661	awaku	s.
1662	awakuq	s.a.
1663	awa kurku	s.
1664	awakuy	v.tr.
1665	awa k'aspi	s.
1666	awa k'aspikuna	s.
1667	awa lliyu	s.
1668	awamuy	v.tr.
1669	awana	s.
1670	awana	s.
1671	awanakuna	s.
1672	awana k'aspi	s.
1673	awana waska	s.
1674	awankana	s.
1675	Awankay	s.
1676	awantay	v.tr.
1677	awapa	s.
1678	awapuy	v.tr.
1679	awaq	s.a.
1680	awaqmasi	s.
1681	awarank'u	s.
1682	awarayay	v.tr.
1683	awari	s.
1684	awariy	v.tr.
1685	awariy pacha	s.
1686	Awaru	s.
1687	Awaruna	s.
1688	awasqa	p.p.p.
1689	awasqa	s.
1690	awasqa p'acha	s.
1691	awatamuy	v.mov.
1692	awa watana	s.
1693	away	v.tr.
1694	away kamayuq	s.
1695	awaykipita	s.
1696	away llamk'ay	s.
1697	awaymantu	s.
1698	awaysiy	v.tr.
1699	awaytiyay	v.tr.
1700	awayu	s.
1701	awchay	v.tr.
1702	awchuy	v.dic.
1703	awgadu	s.
1704	awharriru	s.
1705	awi	s.
1706	awicha	s.
1707	awichu	s.
1708	awika	s.
1709	awikuy	v.mov.
1710	awila	s.
1711	awilu	s.
1712	awina	s.
1713	awir	interj.
1714	awirinri	s.
1715	awis	adv.t.
1716	awisnin	adv.t.
1717	awispa bagri	s.
1718	awitya	s.
1719	awiwa	s.
1720	awiy	v.tr.
1721	awiyu	s.
1722	awiyun	s.
1723	awka	adv.t.
1724	awki	adj.
1725	awki	s.
1726	awki	s.
1727	awki	s.
1728	awkikuna	s.
1729	awkilla	s.
1730	awkillu	s.
1731	awki ruwal	s.
1732	awkis	adj.
1733	awkiyay	v.intr.
1734	awllay	v.dic.
1735	awmay	v.
1736	awmilla!	expr.
1737	awnakuy	v.intr.
1738	awnay	v.tr.
1739	aw ñiy	v.dic.
1740	awñiy	v.tr.
1741	awqa	adj.
1742	awqa	s.
1743	awqa	s.
1744	awqa	s.
1745	awqa-awqa pacha	s.
1746	awqakuq	s.
1747	awqallikuspa rimay	v.dic.
1748	awqallikuy	v.intr.
1749	awqaman pusariq	s.
1750	awqana	s.
1751	awqanakuna	s.
1752	awqanakuq	s.
1753	awqanakuy	s.
1754	awqanakuy	v.recip.
1755	awqanakuy kamayuq	s.
1756	awqanapaq p'itaykuy	v.tr.
1757	awqanchanay	v.intr.
1758	awqapakuy	s.
1759	awqapi chapatiyaq	s.
1760	awqapuriq	s.
1761	awqaq	s.
1762	awqaqkuna	s.
1763	awqaqkunap apun	s.
1764	awqaqninta suyuchaq	s.
1765	awqaq pusariq	s.
1766	awqaq suyu	s.
1767	awqaqta pukllachikuq apu	s.
1768	awqaqta yachachiq apu	s.
1769	awqariq p'unchaw	s.
1770	awqa runa	s.
1771	awqa simi	s.
1772	awqatinkuy	v.recip.
1773	awqatinkuypi illan	s.
1774	awqawasi	s.
1775	awqay	s.
1776	awqay	v.intr.
1777	awqayachiy	v.tr.
1778	awqayay	v.tr.
1779	awqay chapcha	s.
1780	awqay haychay	s.
1781	awqaylli	s.
1782	awqay paylli	s.
1783	awqay pinkullu	s.
1784	awqay pukllay	s.
1785	awqayqincha	s.
1786	awqay wankar	s.
1787	awqa ...-wan	expr.
1788	awquchuy	v.dic.
1789	awra	s.
1790	awriki	adv.m.
1791	awru	adj.
1792	awru iru	s.
1793	awru muyu	s.
1794	awru p'anqa	s.
1795	awru tullu	s.
1796	awsakuq	s.a.
1797	Awsanqati	s.
1798	awsay	s.
1799	awsay	v.tr.
1800	awsaysiki	adj.
1801	awtu	s.
1802	awturidad	s.
1803	Awya Yala	s.
1804	Ay!	interj.
1805	aya	s.
1806	aya	s.
1807	aya	s.
1808	aya	s.
1809	ayachukuchiy	v.tr.
1810	ayakasqa	p.p.
1811	Ayak'uchu	s.
1812	aya llant'a	s.
1813	aya marka	s.
1814	aya marq'ay	s.
1815	aya marq'ay killa	s.
1816	ayamaych'a	s.
1817	ayapaka	s.
1818	ayapakuy	v.dic.
1819	aya pampa	s.
1820	ayapampana hutku	s.
1821	aya pampaq	s.a.
1822	ayapana	s.
1823	ayap p'ampaynin	s.
1824	ayap tukllun	s.
1825	aya p'achallina	s.
1826	aya p'achalliq	s.
1827	aya p'ampana	s.
1828	ayaqra	adj.
1829	ayara	s.
1830	ayarachi	s.
1831	ayarapay	v.dic.
1832	Ayar awqa	s.
1833	ayaray	v.dic.
1834	ayarichik	s.
1835	ayariy	v.intr.
1836	Ayar Wawqikuna	s.
1837	aya sach'a	s.
1838	ayasqa	p.p.p.
1839	aya taki	s.
1840	aya uma	s.
1841	aya uma	s.
1842	aya uma	s.
1843	aya uma	s.
1844	Ayaw!; Ayayaw!	interj.
1845	ayaw	s.
1846	ayawaka	s.
1847	aya wantu	s.
1848	ayawantu	s.
1849	aya wantuna	s.
1850	aya wasi	s.
1851	ayawaska	s.
1852	aya watu	s.
1853	aya wayta	s.
1854	Ayawiri	s.
1855	ayaw sanampa	s.
1856	ayaw tuyru	s.
1857	ayay	v.dic.
1858	ayay	v.tr.
1859	ayayáy; ayayáw	interj.
1860	ayayay	v.tr.
1861	ayaykakuy	v.tr.
1862	ayaymama	s.
1863	ayaynin	s.
1864	aycha	s.
1865	aycha kanka	s.
1866	aycha kara	s.
1867	aycha kiru	s.
1868	aycha kurku	s.
1869	aychamikuq	s.a.
1870	aycha qara	s.
1871	aychaqhatu	s.
1872	aycha rantikuq	s.
1873	aycha rumi hina saqiriy	v.tr.
1874	aycha ruphari	s.
1875	aychasapa	adj.
1876	Aychata manam mikhunichu!	expr.
1877	aychata mikhuy	expr.
1878	aycha thikti	s.
1879	aychawasi	s.
1880	aychiy	v.tr.
1881	ayka	s.
1882	aylampu	s.
1883	ayllu	s.
1884	ayllu	s.
1885	ayllu allpa	s.
1886	ayllu apu	s.
1887	ayllu-ayllu	s.
1888	ayllu chariy	v.intr.
1889	aylluchasqa simikuna	s.
1890	aylluchay	v.tr.
1891	ayllu huñu	s.
1892	ayllu kawsay	s.
1893	ayllukuna	s.
1894	ayllukunapaq hayñi	s.
1895	ayllukuy	v.intr.
1896	ayllukuy	v.intr.
1897	ayllu llamk'ay	s.
1898	ayllulla ñiqi pusaq	s.
1899	ayllu llaqta	s.
1900	ayllu llaqta allpa	s.
1901	ayllu mallki	s.
1902	ayllumanta rimasun	expr.
1903	ayllumasi	adj.
1904	ayllunakuy	v.recip.
1905	ayllu ñiqiyasqa	s.
1906	Ayllupi Yachachiymanta Kunay	s.
1907	ayllupuqpu saywachakuy	s.
1908	ayllupura	adj.
1909	ayllu runa	s.
1910	ayllu suti	s.
1911	aylluy	v.tr.
1912	aylluy	v.tr.
1913	aylluyachiy	v.tr.
1914	ayma	s.
1915	Aymara	s.
1916	aymura	s.
1917	aymuray	s.
1918	aymuray	s.
1919	aymuray	v.tr.
1920	aymuray killa	s.
1921	aymuray killa	s.
1922	aymuray mit'a	s.
1923	aynay	v.intr.
1924	ayni	s.
1925	ayni	s.
1926	ayni karpay	s.
1927	aynikutichiy	v.tr.
1928	aynikuy	v.recip.
1929	aynikuy	v.tr.
1930	ayninakuy	s.
1931	ayninakuy	v.recip.
1932	ayni qupuy	v.tr.
1933	aynita kutichiy	v.tr.
1934	ayniy	s.
1935	ayniy	v.tr.
1936	ayñanaku	s.
1937	ayñanakuy	v.recip.
1938	ayñay	s.
1939	ayñay	v.dic.
1940	ayñay	v.tr.
1941	ayñi	s.
1942	ayñiy	v.tr.
1943	aypalla	adj.
1944	aypasqa	adj.
1945	aypay	v.intr.
1946	aypay	v.tr.
1947	aypuy	v.tr.
1948	ayphu	adj.
1949	ayphu	s.
1950	ayphuyay	v.intr.
1951	ayqi	s.
1952	ayqichiy	v.tr.
1953	ayqikuy	v.mov.
1954	ayqina	s.
1955	ayqip	adj.
1956	ayqiq	s.a.
1957	ayqiy	s.
1958	ayqiy	v.mov.
1959	ayquy	v.tr.
1960	ayrampu	s.
1961	ayrampu	s.
1962	ayrintay	v.intr.
1963	ayriwaki	s.
1964	ayriwa killa	s.
1965	ayriway kamay killa	s.
1966	ayru-ayru	adj.
1967	aysa	s.
1968	aysakuy	v.mov.
1969	aysakuy	v.tr.
1970	aysana	s.
1971	aysana	s.
1972	aysana	s.
1973	aysantin manka	s.
1974	aysarisqa	p.p.p.
1975	aysariy	v.intr.
1976	aysariy akna	s.
1977	aysay	s.
1978	aysay	s.
1979	aysay	v.tr.
1980	aysay	v.tr.
1981	aysay	v.tr.
1982	aysaykachay	v.tr.
1983	aysiri	s.
1984	aytiy	v.tr.
1985	aytiy	v.tr.
1986	ayu	s.
1987	ayunay	v.intr.
1988	ayur sach'a	s.
1989	ayusqa	p.p.p.
1990	ayuy	v.tr.
1991	aywakuy	v.mov.
1992	aywamuy	v.mov.
1993	aywaqi	s.
1994	ayway	v.mov.
1995	aywis	adv.t.
1996	aywiy	s.
1997	aywiy	v.intr.
1998	aywiy	v.tr.
1999	bagri	s.
2000	bagri k'aspi	s.
2001	bahay	v.mov.
2002	bakunachiy	v.tr.
2003	bala wayu	s.
2004	balay	s.
2005	baliy	v.tr.
2006	balkun	s.
2007	balsamu qara	s.
2008	balun	s.
2009	balur	s.
2010	balurchakuy	s.
2011	bambaku	adj.
2012	banda	s.
2013	bandira	s.
2014	banka	s.
2015	bankitu	s.
2016	banku	s.
2017	bañakuy	v.intr.
2018	baratu	adj.
2019	barku	s.
2020	Bartulu	s.
2021	basa uma	s.
2022	basta	s.
2023	basu	s.
2024	basyu	adj.
2025	batan raya	s.
2026	bawtisakuy	v.intr.
2027	bawtisay	s.
2028	bawtisay	v.tr.
2029	bawtismu	adj.
2030	bawtisu	s.
2031	baya saqa	s.
2032	bayliy	v.intr.
2033	bayuka	s.
2034	bichu	s.
2035	bida	s.
2036	biha	adj.
2037	biha chulluchi	s.
2038	bihu	adj.
2039	bila	s.
2040	bilakuy	v.intr.
2041	biluryu	s.
2042	billaku isanka	s.
2043	billaku k'aspi	s.
2044	billakyay	v.intr.
2045	billun	s.
2046	bindirpariy	v.tr.
2047	bindisiy	v.tr.
2048	bindisyun	s.
2049	bindiy	v.tr.
2050	binsikay	v.intr.
2051	binsiy	v.tr.
2052	bintu	s.
2053	birdi	adj.
2054	biriti	s.
2055	birnis	s.
2056	bisiklita	s.
2057	bisinu	s.
2058	bisitay	v.tr.
2059	bistya	s.
2060	bita	s.
2061	bituti waska	s.
2062	biyahi	postpos.
2063	biyu chini	s.
2064	biyuda	s.
2065	biyudu	s.
2066	brinkay	v.mov.
2067	briya	s.
2068	briya	s.
2069	bruhiyay	v.
2070	bruhu	s.
2071	brutu	s.
2072	bubinsana	s.
2073	buchi	s.
2074	buchisapa	s.
2075	buhanda	s.
2076	buhay	v.dic.
2077	buki	s.
2078	bukya	s.
2079	bula	s.
2080	bula	s.
2081	bulakuy	v.mov.
2082	bulanchaw	s.
2083	bula qallu	s.
2084	bulillus	s.
2085	bulita	s.
2086	bulsa	s.
2087	bulsa k'utu	s.
2088	bulsiku	s.
2089	bultiyu	s.
2090	bulututyay	v.intr.
2091	bulyachiy	v.tr.
2092	bulyadura	s.
2093	bulyakuy	v.intr.
2094	bullistu	adj.
2095	bumba	s.
2096	bumbulu	adj.
2097	bumbuna	s.
2098	bunday	v.tr.
2099	bunruruy	v.intr.
2100	burru	s.
2101	burru k'allampa	s.
2102	burru ñutqu	s.
2103	burru tiñi	s.
2104	burru uhu	s.
2105	bururunyay	v.impers.
2106	butas	s.
2107	butika	s.
2108	butun	s.
2109	buwis	s.
2110	bwiliy	v.mov.
2111	ch	fon.
2112	ch	fon.
2113	cha	adv.afirm.
2114	chacha	adj.
2115	chachá	adj.
2116	chacha	s.
2117	chacha	s.
2118	chachachinakuy	v.recip.
2119	chachachiy	v.tr.
2120	chachakuma	s.
2121	chachanayay	v.intr.
2122	Chachapuya	s.
2123	chacharayay	v.cop.
2124	chachas	s.
2125	chachay	v.mov.
2126	chachay	v.tr.
2127	chachi	s.
2128	chachiy	v.tr.
2129	chachu	s.
2130	chaka	adj.
2131	chaka	s.
2132	chaka	s.
2133	Chaka; Chakana	s.
2134	chakachikuy	v.intr.
2135	chakachiy	v.tr.
2136	chakakakay	v.intr.onom.
2137	chakakuq	s.
2138	chakalku	s.
2139	chakallwa	s.
2140	chakana	s.
2141	chakana	s.
2142	Chakana	s.
2143	Chakana (Q'inqu)	s.
2144	chakanay	v.tr.
2145	Chakanway	s.
2146	chakapa	s.
2147	chakarira	s.
2148	chakariy	s.
2149	chakasqa	p.p.p.
2150	chakasqa chiqankuna	s.
2151	chakata	s.
2152	chakatarayay	v.tr.
2153	chakatasqa	p.p.p.
2154	chakata tullu	s.
2155	chakatay	v.tr.
2156	chakatay	v.tr.
2157	chakatullu	s.
2158	chaka tullu	s.
2159	chakay	v.tr.
2160	chakay	v.tr.
2161	chakay	v.tr.
2162	chakay	v.tr.
2163	chakcha	adj.
2164	chakchay	v.intr.
2165	chakchay	v.tr.
2166	chakchuy	v.tr.
2167	chaki	s.
2168	chaki anku	s.
2169	chakichina	s.
2170	chaki kuchus	s.
2171	chaki kunka	s.
2172	chakikuy	v.intr.
2173	chakilu	adj.
2174	chakillapa	adv.m.
2175	chakillawan	adv.m.
2176	chakimaki	s.
2177	chaki muqu	s.
2178	chakin chakinta purikuy	v.intr.
2179	chakinllan	adj.
2180	chakinta q'iwikuy	expr.
2181	chakiñan	s.
2182	chaki ñañu	s.
2183	chakip	adv.m.
2184	chaki pampa	s.
2185	chaki p'allta	s.
2186	chaki ruk'a	s.
2187	chaki ruk'anakuna	s.
2188	chaki ruk'a sillu	s.
2189	chakisapa	s.p.
2190	chakisarusqa	s.
2191	chaki sinqa	s.
2192	chakisituyuqña	s.
2193	chakitakatiy	v.tr.
2194	chaki talun	s.
2195	chaki tawqay	v.tr.
2196	chaki tullu	s.
2197	chaki tullukuna	s.
2198	chaki t'aklla	s.
2199	Chaki T'aklla	s.
2200	chaki t'asla	s.
2201	chaki t'usu	s.
2202	chaki wasa	s.
2203	chakiyasiy	s.
2204	chakiyay	v.intr.
2205	chakiyuqña wawa	s.
2206	chakma	s.
