wiki_id,lila_id
L266262,lemma/95728
L266287,lemma/95744
L266310,lemma/95743
L266331,lemma/95772
L266347,lemma/95786
L266368,lemma/95800
L266375,lemma/95807
L266377,lemma/95809
L266378,lemma/95810
L266381,lemma/95812
L266384,lemma/95815
L266386,hypolemma/8612
L266388,lemma/95817
L266390,lemma/43463
L266401,lemma/43472
L266405,lemma/95824
L266418,lemma/95837
L266420,lemma/95838
L266422,lemma/95840
L266425,lemma/95842
L266452,hypolemma/8709
L266464,lemma/95872
L266467,lemma/95874
L266468,lemma/95875
L266473,hypolemma/8723
L266482,lemma/95885
L266493,lemma/95894
L266494,lemma/95895
L266498,lemma/95899
L266502,lemma/95902
L266503,lemma/95903
L266507,lemma/95906
L266525,lemma/95918
L266532,lemma/141728
L266533,lemma/95931
L266537,lemma/95949
L266540,lemma/95953
L266556,lemma/95917
L266577,lemma/95949
L266578,lemma/95950
L266579,lemma/97736
L266583,lemma/95952
L266591,lemma/94787
L266620,lemma/97689
L266649,lemma/94840
L266673,hypolemma/7466
L266674,lemma/94867
L266682,lemma/94873
L266683,lemma/94874
L278512,lemma/111828
L278513,lemma/111829
L278516,lemma/111836
L278521,lemma/111841
L278532,lemma/111858
L278541,hypolemma/26964
L278543,lemma/111933
L278561,lemma/111988
L278563,lemma/111991
L278571,lemma/112002
L278578,hypolemma/27047
L278587,lemma/112030
L278591,lemma/112042
L278597,lemma/112056
L278600,lemma/112066
L278609,lemma/111850
L278610,lemma/112084
L278641,lemma/112130
L278662,lemma/112207
L278679,hypolemma/27268
L278682,lemma/112262
L278683,lemma/112292
L278684,hypolemma/27276
L278696,lemma/112323
L278700,lemma/112333
L278708,lemma/136254
L278711,lemma/112193
L278712,lemma/112345
L278717,hypolemma/27339
L278740,lemma/65723
L278742,lemma/112403
L278745,lemma/112410
L278748,lemma/112412
L278750,lemma/112414
L278755,lemma/112419
L278779,lemma/112454
L278797,lemma/112476
L278818,lemma/112514
L278825,lemma/112522
L278830,lemma/112524
L278831,lemma/112526
L278835,lemma/112532
L278842,hypolemma/112949
L278853,lemma/111251
L278864,lemma/112590
L278867,lemma/112605
L278868,lemma/112606
L278879,lemma/112628
L278886,lemma/112640
L278890,lemma/112649
L278896,lemma/112666
L278903,lemma/112672
L278905,lemma/112674
L278910,lemma/112771
L278911,lemma/137092
L278913,lemma/112776
L278934,lemma/112816
L278940,hypolemma/27843
L278952,lemma/112849
L278965,lemma/112881
L278972,lemma/112885
L278975,lemma/66670
L279014,lemma/112975
L279044,lemma/113055
L279061,lemma/66853
L279065,lemma/113087
L279084,lemma/113139
L279099,lemma/113170
L279119,lemma/113104
L279124,lemma/113240
L279145,lemma/113366
L279154,lemma/113381
L279164,lemma/113405
L279168,lemma/114130
L279170,lemma/113416
L279189,lemma/113435
L279195,lemma/113476
L279200,lemma/113485
L279202,lemma/113428
L279204,lemma/113445
L279207,lemma/113349
L279220,lemma/113488
L279235,lemma/138604
L279253,hypolemma/28628
L279258,lemma/114146
L279261,lemma/114162
L279269,lemma/114061
L279274,lemma/113532
L279282,hypolemma/28628
L279302,lemma/113576
L262672,lemma/93016
L262681,lemma/93026
L262693,lemma/93036
L262694,lemma/93035
L262708,lemma/93045
L262724,lemma/95724
L262733,lemma/93064
L262743,lemma/93054
L262744,lemma/95724
L262748,lemma/93072
L262751,lemma/135809
L262753,lemma/93079
L262754,lemma/93080
L262778,lemma/93103
L262800,lemma/93116
L262805,lemma/93122
L262812,lemma/93128
L262850,lemma/40159
L262853,lemma/92948
L262859,lemma/93169
L262860,lemma/93171
L262868,lemma/92346
L262881,lemma/93226
L262895,lemma/93245
L262906,hypolemma/6045
L262918,lemma/93267
L262925,lemma/93273
L262936,lemma/93282
L262939,lemma/93287
L262946,lemma/97836
L262962,lemma/93203
L262981,lemma/93237
L262994,lemma/93307
L263002,lemma/92256
L263009,hypolemma/6095
L263020,lemma/93326
L263022,hypolemma/6099
L263036,lemma/93340
L263053,lemma/93355
L263058,lemma/93359
L263073,lemma/2714
L263075,lemma/93086
L263078,lemma/93369
L263091,lemma/93380
L263102,lemma/93399
L263116,lemma/93406
L263121,lemma/93413
L263142,lemma/93436
L263152,lemma/93446
L263167,lemma/97608
L263198,lemma/93476
L263209,lemma/93483
L263230,lemma/93501
L263232,lemma/93504
L263244,lemma/97623
L263251,lemma/93516
L263261,lemma/40696
L263270,lemma/40708
L263277,lemma/93588
L263296,lemma/93543
L263330,lemma/93575
L263331,lemma/93576
L263338,lemma/93586
L263344,lemma/93588
L263351,lemma/93592
L263366,lemma/93604
L263371,lemma/93607
L263401,lemma/136245
L263429,lemma/93652
L263441,lemma/139844
L263450,lemma/93663
L263454,lemma/93676
L263457,lemma/93679
L263458,lemma/93679
L263492,lemma/93705
L263494,lemma/93707
L263509,lemma/93717
L263512,lemma/93721
L263525,lemma/93734
L263544,lemma/93754
L263545,lemma/138462
L263548,lemma/96686
L263549,lemma/96714
L260956,lemma/91756
L260959,lemma/92098
L260970,lemma/91771
L260972,lemma/91775
L260976,lemma/1295
L260994,lemma/91796
L261004,lemma/91804
L261010,lemma/91814
L261018,lemma/91816
L261024,lemma/91819
L261041,lemma/91833
L261050,lemma/91840
L261065,lemma/91844
L261074,lemma/91866
L261102,lemma/138329
L261104,lemma/36902
L261121,lemma/36901
L261128,lemma/91888
L261133,lemma/1512
L261143,lemma/91896
L261145,lemma/1547
L261152,lemma/91900
L261153,lemma/91901
L261155,lemma/37148
L261160,hypolemma/4979
L261162,lemma/91907
L261194,lemma/91928
L261196,lemma/91930
L261219,lemma/91947
L261222,lemma/92072
L261237,lemma/91962
L261252,lemma/91974
L261268,lemma/91973
L261275,lemma/91990
L261290,lemma/92001
L261304,lemma/92014
L261309,lemma/91960
L261313,lemma/92017
L261314,lemma/92018
L261329,lemma/92032
L261347,lemma/92047
L261349,lemma/92049
L261352,lemma/91528
L261358,lemma/92059
L261372,lemma/37835
L261375,lemma/92136
L261380,lemma/92133
L261385,lemma/92138
L261403,lemma/92158
L261411,lemma/92163
L261413,lemma/97621
L261421,lemma/92171
L261423,lemma/92174
L261429,lemma/92180
L261438,lemma/92190
L261444,hypolemma/5188
L261452,lemma/92202
L261453,lemma/92203
L261456,lemma/92205
L261465,lemma/1877
L261467,lemma/92210
L261469,lemma/92256
L261472,lemma/92211
L261480,lemma/92216
L261522,lemma/92237
L261619,lemma/92248
L261624,lemma/92250
L261633,lemma/37952
L261639,lemma/92258
L261646,lemma/93364
L261661,lemma/97752
L261665,lemma/93624
L261674,lemma/92278
L261676,lemma/92282
L261688,hypolemma/5298
L261693,lemma/92300
L261706,lemma/92312
L261729,lemma/92326
L261735,lemma/92330
L261750,lemma/92436
L261751,lemma/97830
L261770,lemma/92347
L261784,lemma/94928
L261786,lemma/2073
L261793,hypolemma/5332
L261800,lemma/93376
L272773,lemma/100877
L272791,lemma/100920
L272798,lemma/100945
L272808,lemma/100965
L272819,lemma/100984
L272830,lemma/5959
L272875,lemma/101078
L272883,lemma/49171
L272891,lemma/101113
L272903,lemma/102553
L272916,lemma/135849
L272917,lemma/101150
L272933,hypolemma/110466
L272946,lemma/101217
L272980,lemma/101268
L272996,lemma/101299
L272998,lemma/49427
L272999,lemma/101302
L273015,lemma/101340
L273027,lemma/101354
L273042,lemma/101383
L273045,hypolemma/14487
L273063,lemma/87900
L273065,lemma/101444
L273066,lemma/101448
L273075,lemma/101467
L273079,lemma/101474
L273086,lemma/101492
L273090,lemma/101498
L273112,hypolemma/14611
L273120,lemma/102690
L273122,lemma/101536
L273123,lemma/102656
L273125,lemma/87955
L273133,lemma/101545
L273162,lemma/101629
L273164,lemma/101658
L273166,lemma/101680
L273170,lemma/101694
L273188,lemma/101577
L273200,lemma/101587
L273208,lemma/102629
L273211,lemma/101612
L273225,lemma/101641
L273234,lemma/101667
L273237,lemma/101670
L273248,lemma/101726
L273249,hypolemma/15223
L273256,lemma/101737
L273260,lemma/101754
L273276,lemma/101790
L273288,lemma/101806
L273297,lemma/101830
L273304,hypolemma/14994
L273313,lemma/101845
L273370,hypolemma/15122
L273371,lemma/101956
L273374,lemma/102291
L273381,lemma/102302
L273401,lemma/102307
L273402,lemma/102309
L273416,lemma/102003
L273421,lemma/102012
L273472,lemma/102576
L273477,lemma/102083
L273479,lemma/102088
L273486,lemma/102101
L273490,hypolemma/15316
L273493,lemma/102328
L273501,lemma/102123
L273505,lemma/102131
L273507,lemma/102141
L273509,lemma/102335
L273521,hypolemma/15405
L273523,lemma/102159
L273539,lemma/102338
L273543,lemma/102192
L273563,hypolemma/15510
L273573,lemma/102226
L273584,lemma/102246
L273587,lemma/102254
L273600,lemma/102275
L273618,lemma/131325
L273627,lemma/102290
L273633,lemma/102322
L273636,lemma/102329
L273652,lemma/102356
L259309,lemma/90262
L259316,lemma/90268
L259328,lemma/90279
L259333,lemma/90294
L259336,lemma/90292
L259341,lemma/90296
L259347,lemma/90303
L259354,lemma/90312
L259365,lemma/90946
L259373,lemma/90329
L259382,lemma/90335
L259390,lemma/90343
L259399,lemma/90351
L259415,lemma/90362
L259438,lemma/90378
L259441,lemma/90381
L259452,lemma/90280
L259465,lemma/90407
L259467,lemma/137708
L259475,lemma/90416
L259478,lemma/90419
L259484,lemma/90424
L259485,lemma/90429
L259489,lemma/137712
L259492,lemma/90434
L259503,lemma/90442
L259527,lemma/90473
L259539,lemma/90523
L259546,lemma/90949
L259564,hypolemma/4133
L259571,lemma/90964
L259573,lemma/90965
L259577,lemma/90491
L259585,lemma/90500
L259586,lemma/90502
L259589,lemma/90506
L259594,lemma/90510
L259615,lemma/90527
L259617,hypolemma/112893
L259622,lemma/90533
L259623,lemma/32945
L259652,lemma/90556
L259670,lemma/90571
L259682,lemma/88001
L259691,lemma/90519
L259692,lemma/137806
L259703,lemma/90605
L259716,lemma/33078
L259717,lemma/33080
L259721,lemma/90621
L259722,lemma/90623
L259744,lemma/90635
L259745,lemma/90634
L259756,lemma/90644
L259761,lemma/90647
L259765,lemma/90672
L259767,lemma/90673
L259775,lemma/90680
L259777,lemma/90682
L259780,lemma/90684
L259792,lemma/33182
L259800,lemma/90695
L259806,lemma/90717
L259830,lemma/90751
L259838,lemma/90766
L259843,lemma/90754
L259873,lemma/90798
L259876,lemma/90782
L259883,lemma/90786
L259893,lemma/90798
L259910,hypolemma/4009
L259932,lemma/90636
L259974,lemma/90845
L259987,lemma/90898
L260007,hypolemma/113075
L260013,lemma/90652
L260017,lemma/90656
L260021,lemma/90658
L260031,lemma/138829
L260040,lemma/90701
L260041,lemma/90702
L260043,hypolemma/4143
L260049,hypolemma/3908
L287035,lemma/130543
L287038,lemma/130548
L287039,lemma/130549
L287048,lemma/130567
L287077,lemma/130636
L287083,lemma/130663
L287086,lemma/130996
L287091,lemma/130657
L287095,hypolemma/47002
L287116,lemma/130698
L287117,lemma/130699
L287125,lemma/130998
L287141,lemma/130828
L287145,lemma/130835
L287147,lemma/130836
L287162,lemma/136228
L287165,lemma/130884
L287167,lemma/130886
L287172,lemma/130904
L287182,lemma/130913
L287183,lemma/130906
L287191,lemma/131106
L287203,lemma/139790
L287261,lemma/129570
L287275,lemma/129531
L287287,lemma/129559
L287297,lemma/129582
L287301,lemma/129566
L287313,lemma/129593
L287326,lemma/129824
L287327,lemma/129666
L287350,lemma/129711
L287355,lemma/129720
L287364,lemma/129732
L287370,lemma/129740
L287381,lemma/129755
L287386,lemma/129762
L287413,lemma/130020
L287427,lemma/129832
L287429,hypolemma/46190
L287433,lemma/131129
L287434,lemma/129855
L287435,lemma/129854
L287439,hypolemma/46366
L287446,lemma/129863
L287447,lemma/129864
L287457,lemma/129873
L287481,lemma/129926
L287491,lemma/129944
L287512,lemma/129983
L287514,lemma/129988
L287535,lemma/130026
L287541,lemma/130070
L287563,lemma/130081
L287570,lemma/130095
L287572,lemma/130098
L287574,lemma/131074
L287575,lemma/131077
L287577,lemma/131078
L287594,lemma/130123
L287598,lemma/130139
L287617,hypolemma/46563
L287619,lemma/130167
L287647,lemma/130195
L287653,lemma/130202
L287678,lemma/130247
L287684,lemma/130774
L287697,lemma/130285
L287707,lemma/130303
L287708,lemma/130306
L287720,lemma/130323
L287747,lemma/130363
L287754,lemma/130381
L287759,lemma/91664
L287763,lemma/131136
L287765,lemma/130393
L287767,lemma/130395
L287775,lemma/130405
L287781,lemma/130430
L287783,lemma/130432
L287786,lemma/130939
L287787,lemma/130441
L287792,lemma/130446
L287795,lemma/130451
L261803,lemma/92359
L261814,lemma/94927
L261819,lemma/92359
L261833,lemma/92379
L261840,lemma/97749
L261841,lemma/92386
L261852,hypolemma/5381
L261856,lemma/92378
L261865,lemma/92401
L261867,lemma/92403
L261894,lemma/92454
L261912,lemma/92433
L261922,lemma/2171
L261929,lemma/92456
L261932,lemma/92458
L261935,lemma/92460
L261959,lemma/138382
L261966,lemma/92469
L261975,lemma/92479
L261992,lemma/92489
L261995,lemma/92495
L262005,lemma/92501
L262022,lemma/92518
L262027,lemma/92524
L262050,lemma/92539
L262052,lemma/92542
L262053,lemma/92543
L262060,lemma/92547
L262069,lemma/92552
L262076,hypolemma/5499
L262087,lemma/92575
L262096,lemma/92572
L262115,lemma/92596
L262155,lemma/92630
L262193,lemma/138874
L262194,lemma/92653
L262201,lemma/38911
L262219,lemma/92673
L262222,lemma/92677
L262225,hypolemma/93144
L262227,lemma/92680
L262254,lemma/39036
L262260,lemma/92704
L262272,lemma/92718
L262287,lemma/92728
L262293,lemma/92733
L262306,lemma/92743
L262309,lemma/92748
L262317,lemma/92726
L262324,lemma/92762
L262325,lemma/39139
L262332,lemma/39155
L262335,lemma/92770
L262349,lemma/92784
L262357,lemma/39161
L262359,lemma/92789
L262360,lemma/92790
L262362,hypolemma/95149
L262365,lemma/92793
L262405,lemma/138878
L262428,lemma/92818
L262431,lemma/92821
L262438,lemma/92826
L262441,lemma/92832
L262443,lemma/92834
L262446,lemma/92709
L262456,lemma/92844
L262470,lemma/92835
L262471,lemma/93756
L262501,lemma/92870
L262504,lemma/39426
L262521,lemma/92890
L262553,lemma/92910
L262558,lemma/92921
L262563,lemma/92925
L262568,lemma/92896
L262572,lemma/92929
L262578,lemma/92933
L262590,lemma/93729
L262591,lemma/93716
L262600,lemma/92835
L262607,lemma/92956
L262611,lemma/92961
L262649,hypolemma/5875
L262655,lemma/93000
L262661,lemma/93006
L262671,lemma/93016
L286098,hypolemma/43912
L286123,lemma/127673
L286141,lemma/127729
L286149,lemma/127736
L286155,lemma/127747
L286171,lemma/127769
L286201,lemma/127817
L286206,lemma/127823
L286218,lemma/127844
L286239,lemma/127873
L286254,lemma/127899
L286258,lemma/142124
L286280,lemma/127949
L286296,lemma/127973
L286321,lemma/128016
L286335,lemma/129434
L286342,lemma/128096
L286360,lemma/128152
L286361,lemma/128155
L286368,lemma/23543
L286387,lemma/129396
L286447,lemma/133603
L286453,lemma/128347
L286462,lemma/128354
L286470,lemma/133731
L286475,lemma/133744
L286477,lemma/128396
L286483,lemma/128393
L286484,lemma/128395
L286490,lemma/128399
L286498,lemma/139501
L286499,lemma/128406
L286501,lemma/128417
L286514,lemma/128434
L286521,lemma/128441
L286525,lemma/128446
L286548,hypolemma/110843
L286554,lemma/134054
L286555,lemma/128488
L286556,lemma/128490
L286561,lemma/128506
L286574,lemma/128593
L286578,lemma/128535
L286588,lemma/134235
L286595,lemma/128668
L286603,lemma/128570
L286613,lemma/128590
L286635,lemma/128631
L286636,lemma/128633
L286643,lemma/128642
L286645,lemma/134345
L286654,lemma/128659
L286662,lemma/128679
L286666,lemma/128578
L286674,lemma/128701
L286676,lemma/134403
L286688,hypolemma/45021
L286692,lemma/128740
L286740,lemma/134755
L286754,lemma/128853
L286781,lemma/128906
L286805,lemma/128974
L286811,lemma/128994
L286821,lemma/129025
L286825,lemma/129036
L286829,hypolemma/44196
L286835,lemma/129060
L286841,lemma/129072
L286860,lemma/129098
L286872,lemma/129162
L286895,lemma/129209
L286901,lemma/129216
L286909,lemma/129226
L286912,lemma/129189
L286913,lemma/129235
L286915,lemma/129237
L286949,lemma/129290
L286956,lemma/129308
L286962,lemma/129322
L286969,lemma/129341
L287002,lemma/130483
L287004,lemma/130486
L287017,hypolemma/111491
L287018,lemma/130508
L287032,lemma/130532
L273662,lemma/102487
L273665,lemma/102380
L273668,lemma/102389
L273679,hypolemma/15792
L273680,lemma/102403
L273696,lemma/102433
L273698,lemma/50954
L273707,lemma/102437
L271660,lemma/98996
L272103,lemma/99730
L272907,lemma/101122
L273709,lemma/102443
L273730,lemma/102472
L273739,lemma/102488
L273751,lemma/102713
L273774,hypolemma/16090
L273783,lemma/102766
L273787,lemma/102772
L273801,lemma/102799
L273804,lemma/102809
L273819,lemma/102832
L273838,lemma/102865
L273856,lemma/102794
L273869,lemma/102921
L273876,lemma/102952
L273886,hypolemma/16322
L273895,lemma/102983
L273927,lemma/103039
L273928,lemma/103040
L273965,lemma/102798
L273986,hypolemma/16476
L273993,lemma/103117
L274009,hypolemma/104428
L274021,lemma/103755
L274023,lemma/103164
L274027,lemma/103167
L274032,lemma/103163
L274042,lemma/103192
L274052,lemma/103213
L274054,lemma/103214
L274073,lemma/104187
L274081,lemma/103260
L274085,lemma/103263
L274089,lemma/103270
L274090,hypolemma/16640
L274122,lemma/103321
L274126,lemma/103328
L274129,lemma/103333
L274135,lemma/103337
L274140,lemma/103192
L274153,lemma/103379
L274157,hypolemma/112927
L274158,lemma/104240
L274165,lemma/103396
L274173,lemma/103426
L274186,lemma/103446
L274205,lemma/103480
L274206,lemma/103489
L274211,lemma/103503
L274229,lemma/103542
L274232,lemma/103549
L274238,lemma/103556
L274244,lemma/103562
L274250,lemma/103591
L274252,lemma/103593
L274253,lemma/103597
L274267,lemma/103617
L274272,lemma/103632
L274295,lemma/103670
L274308,lemma/103683
L274313,lemma/103687
L274319,hypolemma/113056
L274329,lemma/103522
L274361,lemma/103762
L274373,lemma/103776
L274374,lemma/103775
L274375,lemma/103777
L274381,lemma/53604
L274383,lemma/104236
L274385,lemma/103804
L274388,lemma/103032
L274394,lemma/103821
L274396,lemma/103823
L274399,lemma/103830
L274414,lemma/104132
L274416,lemma/103849
L274421,lemma/103855
L274430,lemma/103874
L274432,lemma/104126
L274443,lemma/103894
L274456,lemma/103911
L274495,lemma/103985
L274498,hypolemma/17507
L274507,lemma/103997
L274521,lemma/104013
L274539,lemma/104045
L274564,lemma/104103
L274566,hypolemma/17526
L274570,lemma/104111
L274571,lemma/104113
L274595,lemma/104291
L274596,lemma/104292
L274599,lemma/54420
L274608,lemma/104312
L274611,lemma/104314
L274618,lemma/104330
L274631,lemma/92946
L274636,lemma/105015
L274649,lemma/7926
L274657,lemma/104405
L274658,lemma/104410
L274661,lemma/104415
L274674,lemma/104437
L274675,lemma/104438
L274676,lemma/104439
L274678,lemma/104442
L274683,lemma/104447
L274693,lemma/104464
L274705,lemma/104490
L274732,lemma/104526
L274736,lemma/104535
L274744,lemma/104571
L274748,lemma/104582
L274752,lemma/104586
L274768,lemma/104616
L274772,lemma/104626
L274793,lemma/104700
L274796,lemma/104706
L274815,lemma/104727
L274832,lemma/8300
L274837,lemma/104331
L274846,lemma/8321
L274852,lemma/55835
L274853,lemma/104807
L274860,lemma/104817
L274875,lemma/104842
L274878,lemma/104850
L274886,lemma/104862
L274889,hypolemma/112931
L274894,lemma/104871
L274903,hypolemma/111775
L274916,lemma/104901
L274919,lemma/104900
L274928,lemma/104912
L274936,lemma/96990
L274939,lemma/104934
L274949,lemma/105036
L274966,lemma/104967
L274967,lemma/104970
L274982,lemma/104992
L275001,lemma/105048
L275056,lemma/105159
L275062,lemma/105166
L275077,lemma/105178
L275085,lemma/105958
L275086,lemma/105959
L275109,lemma/57059
L275122,lemma/105226
L275133,lemma/105074
L275135,lemma/100723
L275136,lemma/105247
L275143,lemma/105269
L275147,lemma/105272
L275153,lemma/105286
L275154,lemma/105171
L275160,lemma/105298
L275170,lemma/105357
L275183,lemma/57299
L275185,lemma/57306
L275186,lemma/57306
L275202,lemma/105401
L275204,lemma/101379
L275206,lemma/9195
L275222,lemma/105450
L275227,lemma/105451
L275229,lemma/105790
L275236,lemma/105460
L275243,lemma/9306
L279316,lemma/114168
L279338,lemma/113629
L279350,lemma/113558
L279370,lemma/139993
L279378,lemma/113692
L279384,lemma/113696
L279394,lemma/113699
L279397,lemma/15871
L279411,lemma/113723
L279431,lemma/113780
L279460,lemma/113743
L279466,lemma/114159
L279473,lemma/113840
L279475,lemma/113882
L279483,lemma/113853
L279490,lemma/113852
L279502,lemma/16017
L279530,lemma/113911
L279532,lemma/113917
L279558,lemma/113974
L279559,lemma/113975
L279565,lemma/113980
L279568,lemma/113982
L279571,lemma/113984
L279593,lemma/113501
L279618,lemma/113738
L279627,lemma/114042
L279631,lemma/114048
L279632,lemma/114051
L279639,lemma/114182
L279660,lemma/114221
L279684,lemma/114277
L279692,lemma/114289
L279694,lemma/114292
L279698,lemma/114302
L279728,lemma/114363
L279739,lemma/114835
L279741,hypolemma/29475
L279744,lemma/114835
L279755,hypolemma/112953
L279779,hypolemma/29515
L279781,lemma/114439
L279788,lemma/114450
L279791,lemma/114453
L279797,hypolemma/29598
L279798,lemma/114460
L279805,lemma/114479
L279811,lemma/114487
L279812,lemma/114489
L279823,lemma/114502
L279824,lemma/114504
L279830,lemma/114513
L279841,hypolemma/29732
L279849,lemma/114565
L279866,lemma/114595
L279882,lemma/114620
L279919,hypolemma/93225
L279925,hypolemma/29949
L279926,lemma/114728
L279931,lemma/114735
L279943,lemma/114771
L279955,lemma/114837
L279986,lemma/114919
L279990,lemma/114927
L280011,lemma/114978
L280013,lemma/114987
L280022,lemma/115010
L280030,lemma/115024
L280047,lemma/115068
L280050,lemma/115073
L280067,lemma/115114
L280099,lemma/114388
L280105,lemma/114446
L280111,lemma/114457
L280122,lemma/115157
L280124,lemma/115160
L280127,lemma/115166
L280129,lemma/115162
L280154,lemma/115207
L280155,lemma/115211
L280160,lemma/105667
L280164,lemma/105667
L280178,lemma/115296
L280180,lemma/115243
L280183,lemma/16863
L264360,lemma/94416
L264362,lemma/97554
L264366,lemma/94418
L264380,lemma/94432
L264384,lemma/94436
L264389,lemma/94439
L264390,lemma/3324
L264393,lemma/94443
L264418,lemma/141707
L264429,lemma/94455
L264440,lemma/94480
L264472,lemma/94503
L264479,lemma/94509
L264486,hypolemma/7105
L264494,lemma/94521
L264505,lemma/94529
L264510,lemma/94530
L264515,lemma/140819
L264534,lemma/94475
L264549,lemma/94553
L264572,lemma/94561
L264578,lemma/94563
L264598,lemma/94575
L264601,lemma/94572
L264610,lemma/94584
L264616,lemma/94590
L264624,lemma/97773
L264635,lemma/94605
L264637,lemma/94608
L264675,lemma/94645
L264693,lemma/94658
L264712,lemma/94673
L264714,lemma/94674
L264729,lemma/94666
L264748,lemma/97563
L264766,lemma/93186
L264772,lemma/97573
L264791,lemma/92219
L264801,lemma/92229
L264802,lemma/94680
L264814,lemma/93373
L264828,lemma/92235
L264832,lemma/94695
L264833,lemma/94695
L264841,lemma/94700
L264855,lemma/42401
L264857,lemma/94711
L264858,lemma/94712
L264860,hypolemma/112898
L264861,lemma/94714
L264862,lemma/94715
L264874,hypolemma/7300
L264879,lemma/97687
L264910,lemma/94702
L264923,lemma/94753
L264925,lemma/94755
L264926,lemma/94756
L264936,lemma/94763
L264943,lemma/94768
L264954,lemma/94772
L264970,lemma/93229
L265009,lemma/94809
L265011,lemma/94811
L265032,hypolemma/7421
L265055,lemma/135671
L265072,lemma/94856
L265073,lemma/94859
L265101,lemma/94877
L265127,lemma/94901
L265133,lemma/94907
L265134,lemma/94908
L265156,lemma/94930
L265160,lemma/94934
L265174,lemma/94947
L265183,lemma/94954
L265204,lemma/42726
L265220,lemma/94988
L265235,lemma/97585
L265237,lemma/97201
L265238,lemma/95002
L266698,lemma/94892
L266705,lemma/94899
L266710,lemma/94904
L266711,lemma/94902
L266723,lemma/95129
L266748,lemma/95706
L266759,lemma/140827
L266772,lemma/95247
L266774,lemma/95249
L266777,lemma/95256
L266780,lemma/95257
L266794,lemma/95271
L266798,lemma/95278
L266812,lemma/95290
L266813,lemma/95292
L266816,hypolemma/7980
L266823,lemma/95304
L266825,lemma/95305
L266856,lemma/95332
L266864,lemma/95349
L266866,lemma/97700
L266875,lemma/95360
L266884,lemma/95368
L266899,lemma/97596
L266905,lemma/95378
L266937,lemma/95417
L266938,lemma/95418
L266942,lemma/95972
L266958,lemma/95974
L266960,lemma/95974
L266964,lemma/96672
L266983,lemma/96687
L266997,lemma/96704
L267024,hypolemma/8917
L267032,lemma/95980
L267033,lemma/95982
L267065,lemma/96001
L267078,lemma/96008
L267088,lemma/96016
L267094,lemma/96023
L267103,lemma/96029
L267104,hypolemma/8945
L267120,lemma/96034
L267128,lemma/96037
L267131,lemma/96040
L267134,hypolemma/8969
L267139,lemma/96047
L267158,lemma/43713
L267163,lemma/97539
L267164,lemma/97540
L267165,lemma/97543
L267166,lemma/96056
L267167,lemma/96057
L267173,lemma/96062
L267198,lemma/96081
L267204,lemma/96086
L267205,lemma/96088
L267212,lemma/96097
L267218,hypolemma/9016
L267227,lemma/96106
L267234,hypolemma/9032
L267236,lemma/96111
L267248,lemma/96116
L267250,lemma/96117
L267300,lemma/96149
L267303,hypolemma/9094
L267312,lemma/96155
L267321,lemma/96163
L267324,lemma/96165
L267344,lemma/96181
L267345,hypolemma/79535
L267363,lemma/97810
L267374,lemma/136296
L267378,lemma/96198
L267385,lemma/96236
L267392,lemma/96211
L267398,lemma/96218
L267401,hypolemma/9189
L267404,lemma/96220
L267409,lemma/96223
L267412,lemma/141736
L282300,lemma/120897
L282322,lemma/119697
L282331,lemma/119706
L282339,lemma/119721
L282348,lemma/119734
L282355,lemma/119743
L282359,hypolemma/35664
L282365,lemma/119765
L282410,lemma/119847
L282416,lemma/117954
L282429,lemma/119870
L282446,lemma/73720
L282462,lemma/119939
L282463,lemma/119940
L282470,lemma/119954
L282478,lemma/119963
L282483,lemma/119973
L282488,lemma/119981
L282494,lemma/119990
L282500,lemma/120005
L282508,lemma/120024
L282513,lemma/120016
L282515,lemma/120036
L282530,lemma/120078
L282532,lemma/120092
L282547,lemma/120844
L282555,lemma/120132
L282585,lemma/120189
L282586,lemma/120190
L282587,lemma/120191
L282591,lemma/120207
L282592,lemma/120208
L282602,lemma/120220
L282606,lemma/120226
L282607,lemma/120227
L282611,lemma/120233
L282612,lemma/120234
L282613,lemma/120239
L282614,lemma/120240
L282615,lemma/120242
L282618,lemma/120248
L282635,lemma/120937
L282640,lemma/120343
L282667,lemma/120361
L282669,lemma/120363
L282679,lemma/120381
L282688,lemma/120394
L282693,lemma/120402
L282696,lemma/120406
L282697,lemma/120407
L282700,lemma/120414
L282719,lemma/120455
L282720,lemma/120456
L282722,lemma/120460
L282731,lemma/120487
L282781,lemma/120533
L282787,lemma/120547
L282804,lemma/120580
L282831,lemma/120635
L282842,lemma/120663
L282843,lemma/120663
L282845,lemma/120659
L282891,lemma/120977
L282895,lemma/120993
L282897,lemma/120997
L282900,lemma/120999
L282912,lemma/74487
L282918,hypolemma/37093
L282927,lemma/139995
L282934,lemma/121085
L282947,lemma/121327
L282971,lemma/121128
L282976,lemma/121136
L282982,lemma/121161
L282993,lemma/121163
L282997,lemma/121180
L283001,lemma/121352
L283004,hypolemma/36946
L283006,lemma/121181
L283016,lemma/121197
L283032,lemma/121242
L283034,lemma/121244
L283038,lemma/121257
L283051,lemma/74825
L283072,lemma/121346
L283113,lemma/121310
L283126,lemma/131419
L283128,lemma/121357
L283139,hypolemma/37900
L283143,lemma/121448
L283164,lemma/121411
L283166,lemma/121417
L283192,lemma/121460
L283195,lemma/121463
L283198,hypolemma/37192
L283208,lemma/121478
L283220,lemma/121499
L283228,lemma/121504
