lexeme,lila
L255576,lemma/87501
L16093,lemma/94024
L22599,hypolemma/110680
L263692,lemma/3086
L270392,hypolemma/10544
L270408,lemma/97955
L270412,lemma/97960
L270434,lemma/97979
L270441,lemma/46170
L270447,hypolemma/10609
L270448,lemma/97987
L270454,lemma/97994
L270456,lemma/97995
L270471,lemma/98011
L270479,lemma/98019
L270481,hypolemma/10652
L270482,lemma/98022
L270500,hypolemma/10693
L270503,lemma/98037
L270507,lemma/98044
L270513,lemma/98048
L270520,lemma/98056
L270528,lemma/98981
L270534,lemma/98070
L270540,lemma/98074
L270550,lemma/98083
L270558,lemma/98089
L270567,lemma/98098
L270568,lemma/98096
L270575,lemma/98103
L270578,lemma/98121
L270585,lemma/98108
L270590,lemma/98113
L270596,lemma/98122
L270600,lemma/98167
L270605,lemma/138970
L270634,lemma/98071
L270640,lemma/98152
L270644,lemma/98154
L270648,lemma/98158
L270651,lemma/98160
L270658,lemma/98165
L270664,lemma/98169
L270679,hypolemma/10853
L270682,lemma/98191
L270683,lemma/98193
L270694,lemma/98201
L270709,lemma/98211
L270711,lemma/98216
L270715,lemma/100395
L270718,lemma/98219
L270721,hypolemma/10900
L270730,lemma/98220
L270739,hypolemma/10961
L270772,lemma/98258
L270786,lemma/136369
L270797,lemma/98273
L270837,lemma/98306
L270839,lemma/98307
L270840,lemma/98309
L270851,lemma/98320
L270874,lemma/98339
L270890,lemma/98354
L270898,lemma/98362
L270900,lemma/98364
L270906,lemma/98370
L270908,lemma/98373
L270939,lemma/98378
L270943,lemma/98400
L270949,lemma/98405
L270951,lemma/98438
L270953,lemma/98407
L270957,lemma/98412
L270961,lemma/100455
L270432,lemma/97979
L270462,lemma/98048
L270594,lemma/98167
L270719,lemma/98220
L270950,lemma/98405
L270506,lemma/98044
L270661,lemma/98169
L270453,lemma/97994
L308469,lemma/92575
L270535,lemma/98071
L270931,lemma/98378
L270933,lemma/98373
L270998,lemma/98438
L270628,lemma/98981
L270796,lemma/98273
L280531,lemma/116105
L279962,lemma/114879
L279976,lemma/114327
L279979,lemma/114366
L279984,lemma/114915
L280002,lemma/114945
L280017,lemma/115003
L280023,lemma/115011
L280037,lemma/115511
L280043,lemma/115060
L280048,lemma/115070
L280049,hypolemma/30277
L280052,lemma/115090
L280064,lemma/115107
L280071,lemma/115122
L280078,lemma/115517
L280107,lemma/114453
L280121,lemma/115157
L280142,hypolemma/30395
L280148,lemma/115196
L280181,lemma/115244
L280222,hypolemma/30440
L280231,lemma/115544
L280241,lemma/115355
L280248,lemma/115329
L280256,lemma/115522
L280345,lemma/115665
L280369,hypolemma/30787
L280374,lemma/115703
L280387,lemma/115729
L280397,lemma/115743
L280420,lemma/115790
L280423,lemma/115796
L280448,lemma/120837
L280456,lemma/115872
L280463,lemma/115956
L280474,lemma/115996
L280517,lemma/116083
L280529,lemma/116102
L280542,lemma/120853
L280574,lemma/116205
L280585,lemma/116196
L280586,lemma/116197
L280625,lemma/116264
L280651,hypolemma/111479
L280661,lemma/70090
L280685,lemma/116325
L280687,lemma/116328
L280688,lemma/116331
L280706,lemma/116369
L280718,lemma/116387
L280720,lemma/116389
L280757,lemma/115618
L280759,lemma/116434
L280776,lemma/116465
L280811,lemma/116502
L275481,lemma/106056
L275380,lemma/105737
L275570,hypolemma/19401
L275352,lemma/105707
L275378,lemma/105735
L275385,lemma/105743
L275389,lemma/105753
L275390,hypolemma/18965
L275403,lemma/105764
L275411,lemma/141855
L275415,lemma/105770
L275432,lemma/105806
L275440,lemma/105861
L275476,lemma/106032
L275480,lemma/106056
L275494,lemma/106083
L275509,lemma/106097
L275512,lemma/106098
L275528,lemma/106155
L275532,lemma/106164
L275534,lemma/106169
L275539,lemma/106173
L275542,lemma/106180
L275547,lemma/106187
L275552,lemma/106195
L275557,lemma/106207
L275574,lemma/106252
L275581,hypolemma/19401
L275596,lemma/106303
L280689,lemma/116331
L280762,lemma/115618
L276477,lemma/106303
L279791,lemma/114453
L275580,hypolemma/19401
L275582,hypolemma/19401
L280122,lemma/115157
L280317,lemma/115618
L275514,lemma/106097
L279967,lemma/114879
L280173,hypolemma/30440
L275551,hypolemma/19401
L276462,lemma/106252
L280641,hypolemma/111479
L280717,lemma/116387
L274409,lemma/103843
L274370,lemma/103771
L274376,hypolemma/17262
L274387,lemma/103812
L274404,lemma/103835
L274408,lemma/103841
L274420,lemma/103854
L274431,lemma/103876
L274439,lemma/103886
L274475,lemma/103945
L274503,lemma/103991
L274505,lemma/103994
L274524,lemma/104016
L274526,lemma/104027
L274531,lemma/104151
L274546,lemma/104065
L274573,lemma/54199
L274578,lemma/104374
L274593,hypolemma/104467
L274601,lemma/54447
L274613,lemma/138673
L274620,lemma/104336
L274622,lemma/104340
L274633,lemma/105034
L274635,lemma/105014
L274645,lemma/104421
L274659,lemma/104411
L274662,lemma/104417
L274663,lemma/104417
L274671,lemma/104432
L274681,lemma/104445
L274692,lemma/104463
L279298,lemma/67324
L279311,lemma/113589
L279312,lemma/113596
L279328,lemma/113610
L279333,lemma/113621
L279336,lemma/113625
L279345,lemma/113641
L279358,lemma/113660
L279360,lemma/113662
L279367,lemma/113678
L279377,lemma/114071
L279393,lemma/113701
L279395,lemma/15869
L279404,lemma/114165
L279410,lemma/113718
L279427,lemma/113772
L279430,lemma/113776
L279443,lemma/113805
L279468,lemma/114159
L279482,lemma/113851
L279527,lemma/113908
L279543,lemma/113944
L279545,lemma/67715
L279546,lemma/113947
L279551,lemma/114081
L279585,lemma/113735
L279603,lemma/113735
L279608,lemma/114126
L279613,lemma/114022
L279625,lemma/114038
L279633,lemma/114054
L279671,lemma/114237
L279676,lemma/114259
L279748,lemma/114385
L279750,lemma/114388
L279769,lemma/67944
L279772,lemma/114426
L279773,lemma/114427
L279796,lemma/114458
L279801,lemma/114457
L279802,lemma/114464
L279814,lemma/114492
L279819,lemma/114497
L279821,lemma/114499
L279827,lemma/114508
L279833,lemma/114527
L279836,lemma/115501
L279851,lemma/114567
L279873,lemma/114609
L279896,lemma/114647
L279912,lemma/114689
L279923,lemma/114725
L279959,lemma/114218
L279960,lemma/114244
L279310,lemma/113585
L279467,lemma/114159
L279552,lemma/114081
L279794,lemma/114457
L279307,lemma/113585
L279375,lemma/114071
L279376,lemma/114071
L279634,lemma/114054
L279466,lemma/114159
L280099,lemma/114388
L280111,lemma/114457
L274624,lemma/104340
L279369,lemma/114071
L280110,lemma/114457
L259141,lemma/90098
L282443,lemma/119908
L258889,lemma/89909
L282386,lemma/119799
L282554,lemma/120130
L282376,lemma/119780
L282395,lemma/119828
L282415,lemma/117968
L282418,lemma/119856
L282425,lemma/119863
L282428,lemma/119869
L282441,lemma/119902
L282493,lemma/119989
L282498,lemma/120001
L282503,lemma/140008
L282506,lemma/120021
L282510,lemma/120029
L282514,lemma/120035
L282536,lemma/120096
L282538,lemma/120095
L282546,lemma/120112
L282553,lemma/120129
L282563,hypolemma/36074
L282578,lemma/120181
L282581,lemma/120185
L282588,lemma/120196
L282597,lemma/120217
L282609,lemma/120231
L282621,lemma/120251
L282641,lemma/120345
L282672,lemma/120366
L255987,lemma/90328
L256012,lemma/90350
L258817,lemma/89853
L258821,lemma/89852
L258836,lemma/89863
L258842,hypolemma/3333
L258843,lemma/89878
L258847,lemma/141665
L258867,lemma/89892
L258869,lemma/89895
L258887,lemma/89907
L258888,lemma/89906
L258891,lemma/90915
L258899,lemma/105166
L258901,lemma/105167
L258919,lemma/89920
L258928,lemma/89685
L258949,lemma/89943
L258955,lemma/89949
L258964,hypolemma/3178
L258995,lemma/89976
L259001,lemma/89979
L259013,lemma/89991
L259016,lemma/89995
L259020,lemma/88585
L259022,lemma/90002
L259035,lemma/90011
L259038,lemma/90016
L259046,lemma/90026
L259049,lemma/90030
L259054,lemma/90035
L259082,lemma/89886
L259097,lemma/87639
L259106,lemma/90068
L259107,lemma/90070
L259134,lemma/90093
L259143,lemma/90100
L259161,lemma/32250
L259164,hypolemma/3317
L259166,lemma/90124
L259209,lemma/90175
L259240,lemma/90195
L259248,lemma/90201
L259256,lemma/25225
L259261,lemma/90219
L259273,lemma/90231
L259279,lemma/90233
L259285,lemma/90278
L259300,lemma/90252
L259315,lemma/90268
L259372,lemma/90328
L259389,hypolemma/3507
L259391,hypolemma/113012
L259398,lemma/90350
L282419,lemma/117968
L282535,lemma/120095
L255914,lemma/87639
L256003,hypolemma/3507
L258913,lemma/90915
L259138,hypolemma/3333
L275062,lemma/105166
L258859,lemma/89886
L258974,lemma/89909
L259316,lemma/90268
L255953,lemma/90201
L256041,lemma/90278
L258823,lemma/89863
L259098,lemma/90068
L275064,lemma/105167
L274725,lemma/104516
L274231,lemma/103548
L274055,lemma/103215
L273951,lemma/103069
L273956,lemma/103082
L273980,lemma/103102
L273984,lemma/51829
L273996,lemma/103122
L274004,lemma/103133
L274020,lemma/103168
L274022,lemma/103808
L274030,lemma/103178
L274050,lemma/103208
L274053,lemma/52008
L274070,lemma/103249
L274075,lemma/103253
L274076,lemma/103252
L274079,hypolemma/16632
L274096,lemma/103280
L274103,lemma/103300
L274125,lemma/103324
L274128,lemma/103331
L274138,lemma/103343
L274161,lemma/103389
L274164,lemma/103401
L274166,lemma/103031
L274169,lemma/103409
L274184,lemma/103443
L274226,lemma/103545
L274269,lemma/103629
L274290,lemma/103658
L274301,hypolemma/17152
L274304,lemma/103681
L274342,lemma/103732
L274369,lemma/103769
L274371,lemma/103772
L274382,lemma/103798
L274398,lemma/103827
L274405,lemma/103836
L274425,lemma/103860
L274441,lemma/103890
L274450,lemma/103905
L274453,lemma/103907
L274465,lemma/103931
L274470,lemma/103936
L274472,lemma/103944
L274479,lemma/103957
L274484,lemma/103254
L274485,lemma/103963
L274493,lemma/103983
L274508,lemma/103998
L274518,lemma/104011
L274529,lemma/104147
L274554,lemma/104078
L274559,lemma/104088
L274562,lemma/104092
L274590,lemma/104273
L274612,lemma/104315
L274628,lemma/104354
L274639,lemma/54957
L274668,lemma/104427
L274682,lemma/104446
L274688,lemma/104454
L274696,lemma/104478
L274701,hypolemma/17968
L274704,lemma/104489
L274708,lemma/104494
L274710,lemma/104495
L274712,lemma/104500
L274721,lemma/104506
L274729,lemma/104527
L274738,lemma/104541
L274750,lemma/104584
L274753,lemma/104588
L274776,lemma/104633
L274778,lemma/104646
L274790,lemma/104691
L274802,hypolemma/18075
L259866,lemma/90774
L259871,lemma/90778
L259897,lemma/90802
L259916,lemma/90812
L259921,hypolemma/4020
L259922,lemma/90815
L259934,lemma/90637
L259949,lemma/90834
L259962,lemma/90838
L259971,lemma/90846
L259973,lemma/90846
L260027,lemma/138021
L260029,lemma/90666
L260033,lemma/90668
L260037,lemma/90700
L260047,lemma/90709
L260051,lemma/90712
L260081,lemma/90878
L274287,lemma/103658
L260074,lemma/90878
L274726,lemma/104516
L274786,lemma/104633
L254822,lemma/87045
L273885,lemma/102974
L273215,lemma/101618
L273221,lemma/101636
L273222,lemma/101637
L273223,lemma/101639
L273246,lemma/102566
L273252,hypolemma/14828
L273267,lemma/101775
L273270,lemma/101777
L273277,lemma/101792
L273279,lemma/101798
L273294,lemma/101820
L273316,lemma/101849
L273359,hypolemma/15991
L273368,lemma/101954
L273383,lemma/101962
L273388,lemma/101970
L273403,lemma/102311
L273410,lemma/101994
L273414,lemma/101996
L273422,lemma/102015
L273425,lemma/102018
L273435,lemma/102033
L273445,lemma/102043
L273448,lemma/102052
L273458,lemma/102056
L273473,lemma/101189
L273480,lemma/102090
L273481,lemma/102097
L273536,lemma/102176
L273559,lemma/102206
L273575,hypolemma/15526
L273594,lemma/135670
L273608,lemma/102291
L273610,hypolemma/112924
L273667,lemma/102387
L273685,lemma/102412
L273689,lemma/102422
L273693,lemma/102429
L273694,lemma/102413
L273716,lemma/102455
L273719,lemma/102458
L273722,lemma/102460
L273724,lemma/135722
L273731,lemma/102473
L273741,lemma/102495
L273743,lemma/102387
L273752,lemma/102714
L273761,lemma/102729
L273776,hypolemma/16093
L273788,lemma/102774
L273796,lemma/102791
L273803,lemma/102807
L273818,lemma/51240
L273826,lemma/102841
L273835,lemma/102859
L273855,lemma/102902
L273859,hypolemma/112928
L273866,lemma/102913
L273887,lemma/102977
L273911,lemma/104191
L273914,lemma/51612
L273937,lemma/103059
L273945,lemma/103063
L258592,lemma/87045
L258621,lemma/89697
L258626,lemma/88273
L258663,lemma/89730
L258665,lemma/89731
L258670,lemma/89732
L258685,lemma/89745
L258693,lemma/89756
L258697,lemma/21964
L258703,lemma/89761
L258707,lemma/90053
L258716,lemma/89773
L258729,lemma/89784
L258740,lemma/89794
L258759,lemma/31524
L258767,lemma/89813
L258772,lemma/89817
L258774,lemma/89821
L258785,lemma/137349
L258787,lemma/31569
L258789,lemma/89830
L258790,lemma/89831
L258793,lemma/31583
L258805,lemma/89844
L258807,lemma/89845
L273389,lemma/101970
L273451,lemma/102052
L273695,lemma/102413
L273715,lemma/102455
L258702,lemma/89761
L273374,lemma/102291
L273686,lemma/102413
L258775,lemma/89821
L273454,lemma/102052
L273623,lemma/102311
L265263,lemma/95021
L265155,lemma/94929
L265169,lemma/94943
L265170,lemma/94945
L265173,lemma/94946
L265192,lemma/94961
L265197,lemma/94966
L265205,lemma/94973
L265210,lemma/94978
L265218,lemma/94987
L265229,lemma/97164
L265248,lemma/95009
L265261,lemma/95020
L265269,lemma/95036
L265276,lemma/95026
L265288,lemma/95031
L265300,lemma/95038
L265304,lemma/95041
L265321,lemma/95051
L265326,lemma/95055
L265330,lemma/95059
L265335,lemma/95062
L265339,lemma/95066
L265340,lemma/138523
L265350,lemma/95074
L265352,lemma/95076
L265357,lemma/95081
L265377,lemma/95100
L265378,lemma/95099
L265382,lemma/95105
L265390,lemma/131464
L265392,lemma/95110
L265414,lemma/95127
L265421,hypolemma/7686
L265426,lemma/95137
L265428,lemma/95138
L265434,lemma/95143
L265441,hypolemma/7769
L265449,lemma/95151
L265484,hypolemma/7806
L265489,lemma/95176
L265500,lemma/95186
L265506,lemma/95195
L265514,lemma/95192
L265528,lemma/95213
L265536,lemma/97696
L265539,lemma/95219
L265583,lemma/97591
L265597,lemma/95262
L265619,hypolemma/7962
L265624,lemma/95247
L265626,lemma/95285
L265635,lemma/95291
L265636,lemma/95294
L265643,lemma/95298
L265661,hypolemma/8000
L265669,hypolemma/112905
L265673,lemma/95317
L265674,lemma/95318
L265690,lemma/95331
L265693,lemma/95334
L265714,lemma/95350
L265718,lemma/95352
L265719,lemma/95353
L265722,lemma/95355
L265725,lemma/95357
L265759,lemma/97594
L265762,lemma/97597
L265767,lemma/95378
L265771,lemma/95381
L265198,lemma/94966
L266722,lemma/95127
L266855,lemma/95331
L266871,lemma/95357
L266900,lemma/97597
L265222,lemma/94978
L265273,lemma/95036
L265298,lemma/95036
L265660,hypolemma/8000
L266776,lemma/97591
L266789,lemma/95262
L266801,hypolemma/7962
L266806,lemma/95285
L266839,lemma/95317
L266857,lemma/95334
L266865,lemma/95350
L266909,lemma/95381
L265376,lemma/95099
L265481,hypolemma/7806
L265504,lemma/95192
L266772,lemma/95247
L266905,lemma/95378
L265185,lemma/97164
L265293,lemma/95036
L265334,lemma/95099
L265576,lemma/95247
L266804,lemma/95247
L266815,lemma/95291
L266840,lemma/95318
L266868,lemma/95355
L286268,lemma/127932
L286276,lemma/127943
L286209,lemma/127831
L286219,lemma/127851
L286241,lemma/127877
L286244,lemma/127880
L286249,lemma/127892
L286253,lemma/127897
L286257,lemma/132670
L286263,lemma/127920
L286266,lemma/127924
L286269,lemma/127934
L286273,lemma/127935
L286275,lemma/127942
L286277,hypolemma/44168
L286281,lemma/127949
L286290,lemma/127960
L286293,lemma/127968
L286298,lemma/132893
L286299,lemma/127976
L286305,lemma/127987
L286306,lemma/127990
L286311,lemma/127999
L286314,lemma/128005
L286325,lemma/128045
L286350,lemma/128116
L286351,lemma/128127
L286367,lemma/23540
L286371,lemma/23547
L286372,lemma/23561
L286376,lemma/128192
L286400,lemma/128237
L286401,lemma/128248
L286409,lemma/128257
L286413,hypolemma/44523
L260580,lemma/91529
L260353,lemma/91381
L260403,lemma/91418
L260415,lemma/91427
L260443,lemma/91441
L260448,lemma/91447
L260456,lemma/91456
L260471,lemma/34969
L260473,lemma/91463
L260476,lemma/91465
L260481,lemma/91375
L260484,hypolemma/4476
L260489,lemma/138676
L260499,lemma/91431
L260521,lemma/91493
L260525,hypolemma/5080
L260527,lemma/91491
L260545,lemma/91502
L260548,lemma/35255
L260567,lemma/91516
L260591,lemma/91536
L260597,lemma/91540
L260612,lemma/91555
L260755,lemma/91620
L260760,lemma/91625
L260765,lemma/91628
L260766,lemma/91629
L260771,lemma/91634
L260787,lemma/91646
L260793,lemma/92095
L260801,lemma/91656
L260843,lemma/91569
L260859,lemma/91693
L260884,lemma/91712
L260904,lemma/35810
L260988,lemma/91790
L261013,lemma/91812
L261028,lemma/91822
L261042,lemma/91835
L261073,lemma/91865
L261077,lemma/36706
L261086,lemma/91858
L261089,lemma/91865
L261092,lemma/92067
L261105,hypolemma/113501
L261110,lemma/91877
L261115,lemma/91880
L261134,lemma/91889
L261156,lemma/37152
L261181,lemma/91919
L261197,lemma/91931
L261203,lemma/138854
L261209,lemma/92074
L260513,hypolemma/5080
L260514,lemma/91491
L260784,lemma/91634
L260808,lemma/91656
L286280,lemma/127949
L260498,lemma/91431
L260526,lemma/91491
L260544,lemma/91502
L260463,lemma/91465
L260515,lemma/91491
L261006,lemma/91812
L261226,lemma/92074
L258298,lemma/89480
L265778,lemma/95386
L265792,lemma/95398
L265805,lemma/95407
L265816,lemma/95415
L265830,lemma/94635
L265863,lemma/95442
L265866,lemma/95446
L265870,lemma/95450
L286182,hypolemma/44075
L286187,lemma/127792
L286193,lemma/127801
L286202,lemma/127819
L286212,lemma/127789
L286223,lemma/129385
L286226,lemma/127854
L286228,lemma/127857
L286236,lemma/127868
L257544,lemma/89700
L257547,lemma/88740
L257555,lemma/88750
L257556,lemma/88750
L257558,lemma/88752
L257562,lemma/89729
L257569,lemma/88763
L257604,lemma/88788
L257613,lemma/88807
L257615,lemma/136784
L257625,lemma/88816
L257626,lemma/88815
L257637,lemma/30041
L257653,lemma/88865
L257696,lemma/88914
L257732,lemma/88952
L257739,lemma/88959
L257742,lemma/88961
L257745,lemma/88966
L257746,lemma/88969
L257749,lemma/17381
L257760,lemma/88984
L257762,lemma/88987
L257763,lemma/88991
L257799,lemma/89028
L257800,lemma/89029
L257816,lemma/89042
L257830,lemma/89055
L257833,lemma/135767
L257836,lemma/89062
L257844,lemma/89069
L257857,lemma/89082
L257858,lemma/89081
L257872,lemma/89092
L257896,hypolemma/2446
L257904,lemma/89113
L257950,lemma/89140
L257967,lemma/89471
L257974,lemma/90979
L257996,lemma/89188
L257997,lemma/89191
L258004,lemma/87860
L258008,lemma/89204
L258023,lemma/89217
L258036,lemma/141664
L258044,lemma/89234
L258055,lemma/89245
L258067,lemma/89256
L258073,lemma/89263
L258080,lemma/89268
L258093,lemma/89280
L258099,lemma/89284
L258101,lemma/89287
L258107,lemma/89289
L258109,lemma/88509
L258115,lemma/89188
L258123,lemma/19402
L258125,lemma/19406
L258131,lemma/30746
L258155,lemma/89320
L258157,lemma/89321
L258160,lemma/30763
L258165,lemma/89326
L258183,lemma/89344
L258194,lemma/88788
L258258,lemma/89427
L258263,lemma/89433
L258266,lemma/89437
L258284,lemma/89463
L258291,lemma/89468
L266929,lemma/95398
L266930,lemma/95407
L286184,lemma/127789
L286215,lemma/127792
L257597,lemma/88788
L257859,lemma/89081
L258117,lemma/87860
L264663,lemma/94635
L266913,lemma/95381
L266935,lemma/95415
L257991,lemma/88509
L265776,lemma/95381
L280621,lemma/116257
L280919,lemma/116738
L280587,lemma/116199
L281180,lemma/117395
L272322,lemma/100438
L272324,lemma/48044
L272338,lemma/5229
L272346,lemma/100069
L272356,lemma/100084
L272370,lemma/100354
L272371,lemma/100108
L272394,lemma/100176
L272407,lemma/100199
L280575,lemma/116181
L280594,lemma/120934
L280610,lemma/116232
L280620,lemma/116256
L280642,lemma/115852
L280669,lemma/115712
L280671,lemma/116321
L280679,lemma/116288
L280681,lemma/116300
L280684,lemma/116324
L280690,lemma/120856
L280704,lemma/116362
L280730,lemma/116395
L280733,lemma/116395
L280746,lemma/116413
L280760,lemma/116437
