lexeme,lila
L1066197,lemma/123952
L1066198,lemma/123955
L1066201,lemma/123958
L1066202,lemma/123959
L1066204,lemma/123962
L1066205,lemma/123963
L1066207,lemma/123966
L1066209,lemma/123967
L1066211,lemma/123969
L1066212,lemma/123970
L1066217,lemma/123979
L1066222,lemma/123990
L1066226,lemma/123995
L1066227,lemma/123996
L1066231,lemma/124002
L1066185,lemma/123935
L1066210,lemma/123968
L1066213,lemma/123972
L1066215,lemma/123975
L1066216,lemma/123976
L1066219,lemma/123981
L1066224,lemma/123992
L1066225,lemma/123993
L1066228,lemma/123997
L1066229,lemma/123998
L1066232,lemma/124003
L1066203,lemma/123960
L1066206,lemma/123965
L1066214,lemma/123974
L1065467,lemma/122948
L1065468,lemma/122949
L1065469,lemma/122950
L1065471,lemma/122952
L1065472,lemma/122955
L1065474,lemma/122957
L1065477,lemma/122960
L1065479,lemma/122962
L1065480,lemma/122963
L1065481,lemma/122965
L1065483,lemma/122967
L1065470,lemma/122951
L1065475,lemma/122958
L1065476,lemma/122959
L1065478,lemma/122961
L1065482,lemma/122966
L1065484,lemma/122968
L1065485,lemma/122969
L1065486,lemma/122970
L1065490,lemma/122973
L1065493,lemma/122977
L1065488,lemma/122971
L1065489,lemma/122972
L1065491,lemma/122974
L1065492,lemma/122976
L1065494,lemma/122978
L1065495,lemma/122981
L1065496,lemma/122983
L1065497,lemma/122984
L1065499,lemma/122985
L1065500,lemma/122986
L1065501,lemma/122989
L1065503,lemma/122992
L1065509,lemma/123003
L1065517,lemma/123013
L1065502,lemma/122990
L1065504,lemma/122994
L1065505,lemma/122995
L1065506,lemma/122996
L1065507,lemma/123001
L1065508,lemma/123002
L1065510,lemma/123005
L1065511,lemma/123006
L1065512,lemma/123008
L1065514,lemma/123009
L1065515,lemma/123010
L1065516,lemma/123012
L1065518,lemma/123014
L1065519,lemma/123015
L1065522,lemma/123018
L1065529,lemma/123026
L1065530,lemma/123029
L1065520,lemma/123016
L1065521,lemma/123017
L1065523,lemma/123019
L1065524,lemma/123020
L1065525,lemma/123021
L1065527,lemma/123022
L1065528,lemma/123024
L1065531,lemma/123030
L1065532,lemma/123031
L1065533,lemma/123032
L1065534,lemma/123035
L1065535,lemma/123036
L1065536,lemma/123037
L1065539,lemma/123040
L1065542,lemma/123042
L1065544,lemma/123044
L1065546,lemma/123047
L1065550,lemma/123051
L1065551,lemma/123052
L1065552,lemma/123053
L1065553,lemma/123055
L1065554,lemma/123056
L1065557,lemma/123058
L1065559,lemma/123062
L1065562,lemma/123067
L1065568,lemma/123075
L1065540,lemma/123041
L1065545,lemma/123046
L1065548,lemma/123049
L1065558,lemma/123061
L1065565,lemma/123072
L1065566,lemma/123073
L1065567,lemma/123074
L1065572,lemma/123080
L1065538,lemma/123039
L1065543,lemma/123043
L1065547,lemma/123048
L1065549,lemma/123050
L1065555,lemma/123057
L1065561,lemma/123066
L1065563,lemma/123069
L1065564,lemma/123070
L1065569,lemma/123076
L1065570,lemma/123077
L1065537,lemma/123038
L1065560,lemma/123065
L1065573,lemma/123081
L1065575,lemma/123084
L1067291,lemma/125528
L1067293,lemma/125532
L1067295,lemma/125534
L1067298,lemma/125542
L1067300,lemma/125544
L1067307,lemma/125553
L1067316,lemma/125563
L1067325,lemma/125572
L1067328,lemma/125576
L1067330,lemma/125579
L1067335,lemma/125584
L1067344,lemma/125598
L1067349,lemma/125611
L1067355,lemma/125617
L1067292,lemma/125531
L1067311,lemma/125557
L1067314,lemma/125561
L1067336,lemma/125585
L1067345,lemma/125599
L1067348,lemma/125609
L1067354,lemma/125616
L1067356,lemma/125618
L1067357,lemma/125619
L1067361,lemma/125622
L1067364,lemma/125624
L1067368,lemma/125631
L1067371,lemma/125638
L1067374,lemma/125641
L1067376,lemma/125643
L1067315,lemma/125562
L1067319,lemma/125566
L1067320,lemma/125567
L1067321,lemma/125568
L1067322,lemma/125569
L1067326,lemma/125573
L1067327,lemma/125574
L1067337,lemma/125586
L1067338,lemma/125587
L1067351,lemma/125613
L1067370,lemma/125636
L1067375,lemma/125642
L1067339,lemma/125588
L1067340,lemma/125592
L1067346,lemma/125601
L1067353,lemma/125615
L1067359,lemma/125620
L1067362,lemma/125623
L1067367,lemma/125627
L1067369,lemma/125635
L1067366,lemma/125626
L1067372,lemma/125639
L1067377,lemma/125644
L1067379,lemma/125645
L1067380,lemma/125646
L1067381,lemma/125647
L1067382,lemma/125648
L1067383,lemma/125651
L1067384,lemma/125654
L1067385,lemma/125655
L1067386,lemma/125656
L1067387,lemma/125657
L1067388,lemma/125658
L1067390,lemma/125659
L1067391,lemma/125660
L1067392,lemma/125670
L1067393,lemma/125678
L1067394,lemma/125679
L1067395,lemma/125680
L1067396,lemma/125681
L1067397,lemma/125683
L1067398,lemma/125684
L1067399,lemma/125686
L1067400,lemma/125687
L1067401,lemma/125688
L1067402,lemma/125689
L1067403,lemma/125690
L1067404,lemma/125692
L1067406,lemma/125694
L1067407,lemma/125695
L1067408,lemma/125698
L1067409,lemma/125699
L1067410,lemma/125700
L1067411,lemma/125701
L1067412,lemma/125704
L1067413,lemma/125706
L1067414,lemma/125707
L1067415,lemma/125708
L1067416,lemma/125709
L1067417,lemma/125711
L1067418,lemma/125712
L1067420,lemma/125714
L1067421,lemma/125715
L1067422,lemma/125718
L1067423,lemma/125720
L1067424,lemma/125721
L1067425,lemma/125723
L1067426,lemma/125724
L1067427,lemma/125726
L1067428,lemma/125728
L1067429,lemma/125729
L1069095,lemma/127864
L1069098,lemma/127867
L1069100,lemma/127870
L1069105,lemma/127879
L1069106,lemma/127882
L1069114,lemma/127891
L1069121,lemma/127903
L1069093,lemma/127862
L1069099,lemma/127869
L1069101,lemma/127871
L1069102,lemma/127872
L1069103,lemma/127874
L1069104,lemma/127876
L1069109,lemma/127885
L1069115,lemma/127893
L1069116,lemma/127894
L1069122,lemma/127904
L1069123,lemma/127906
L1069124,lemma/127907
L1069094,lemma/127863
L1069096,lemma/127865
L1069107,lemma/127883
L1069108,lemma/127884
L1069110,lemma/127886
L1069111,lemma/127888
L1069113,lemma/127890
L1069117,lemma/127895
L1069118,lemma/127898
L1069119,lemma/127900
L1069120,lemma/127902
L1069125,lemma/127908
L1069126,lemma/127909
L1069128,lemma/127910
L1069129,lemma/127913
L1069130,lemma/127914
L1069131,lemma/127915
L1069132,lemma/127916
L1069133,lemma/127917
L1069134,lemma/127918
L1069137,lemma/127926
L1069142,lemma/127929
L1069145,lemma/127937
L1069135,lemma/127923
L1069136,lemma/127925
L1069138,lemma/127927
L1069141,lemma/127928
L1069143,lemma/127930
L1069144,lemma/127936
L1069146,lemma/127938
L1069147,lemma/127940
L1069155,lemma/127951
L1069148,lemma/127941
L1069149,lemma/127944
L1069150,lemma/127945
L1069151,lemma/127946
L1069152,lemma/127947
L1069153,lemma/127948
L1069156,lemma/127953
L1069157,lemma/127955
L1069158,lemma/127956
L1069159,lemma/127957
L1069160,lemma/127958
L1069162,lemma/127962
L1069163,lemma/127963
L1069164,lemma/127964
L1069165,lemma/127965
L1069168,lemma/127970
L1069170,lemma/127972
L1069171,lemma/127974
L1069161,lemma/127961
L1069166,lemma/127966
L1069167,lemma/127969
L1069176,lemma/127985
L1069177,lemma/127986
L1069178,lemma/127988
L1069179,lemma/127989
L1069180,lemma/127991
L1069182,lemma/127992
L1069183,lemma/127994
L1069185,lemma/127997
L1069187,lemma/128001
L1069192,lemma/128009
L1069194,lemma/128012
L1069199,lemma/128018
L1069172,lemma/127977
L1069173,lemma/127978
L1069175,lemma/127984
L1069184,lemma/127995
L1069186,lemma/128000
L1069188,lemma/128002
L1069189,lemma/128006
L1069190,lemma/128007
L1069191,lemma/128008
L1069193,lemma/128010
L1069196,lemma/128013
L1069174,lemma/127983
L1069197,lemma/128014
L1069198,lemma/128017
L1069200,lemma/128019
L1069201,lemma/128020
L1068322,lemma/126865
L1068323,lemma/126866
L1068299,lemma/126837
L1068310,lemma/126852
L1068312,lemma/126853
L1068318,lemma/126859
L1068319,lemma/126860
L1068321,lemma/126864
L1068324,lemma/126867
L1068325,lemma/126868
L1068327,lemma/126869
L1068329,lemma/126871
L1068330,lemma/126872
L1068331,lemma/126873
L1068333,lemma/126875
L1068342,lemma/126884
L1068345,lemma/126890
L1068328,lemma/126870
L1068332,lemma/126874
L1068334,lemma/126877
L1068335,lemma/126878
L1068336,lemma/126879
L1068338,lemma/126881
L1068339,lemma/126882
L1068341,lemma/126883
L1068343,lemma/126887
L1068347,lemma/126892
L1068349,lemma/126894
L1068350,lemma/126895
L1068351,lemma/126896
L1068337,lemma/126880
L1068344,lemma/126889
L1068346,lemma/126891
L1068348,lemma/126893
L1068352,lemma/126897
L1068353,lemma/126898
L1068354,lemma/126899
L1068361,lemma/126905
L1068362,lemma/126906
L1068364,lemma/126908
L1068356,lemma/126900
L1068357,lemma/126901
L1068358,lemma/126902
L1068359,lemma/126903
L1068360,lemma/126904
L1068363,lemma/126907
L1068365,lemma/126909
L1068366,lemma/126912
L1068367,lemma/126913
L1068368,lemma/126914
L1068369,lemma/126916
L1068374,lemma/126921
L1068379,lemma/126927
L1068380,lemma/126928
L1068381,lemma/126929
L1068372,lemma/126919
L1068375,lemma/126922
L1068376,lemma/126923
L1068377,lemma/126924
L1068378,lemma/126926
L1068371,lemma/126917
L1068382,lemma/126930
L1068373,lemma/126920
L1068391,lemma/126931
L1068392,lemma/126932
L1068393,lemma/126933
L1068394,lemma/126934
L1068395,lemma/126935
L1068396,lemma/126936
L1068398,lemma/126937
L1068399,lemma/126939
L1068400,lemma/126940
L1068401,lemma/126942
L1068402,lemma/126943
L1068403,lemma/126944
L1068404,lemma/126945
L1068405,lemma/126946
L1068406,lemma/126947
L1068407,lemma/126948
L1068408,lemma/126949
L1068409,lemma/126950
L1068410,lemma/126951
L1068411,lemma/126952
L1068413,lemma/126953
L1068414,lemma/126954
L1068415,lemma/126957
L1068416,lemma/126960
L1068417,lemma/126962
L1068418,lemma/126963
L1068420,lemma/126967
L1068419,lemma/126966
L1068421,lemma/126968
L1068422,lemma/126969
L1068423,lemma/126970
L1068424,lemma/126971
L1068425,lemma/126972
L1068426,lemma/126973
L1068428,lemma/126974
L1068429,lemma/126977
L1068430,lemma/126978
L1066220,lemma/123984
L1066221,lemma/123987
L1066230,lemma/123999
L1066233,lemma/124006
L1066235,lemma/124007
L1066236,lemma/124009
L1066237,lemma/124010
L1066238,lemma/124012
L1066239,lemma/124016
L1066240,lemma/124017
L1066241,lemma/124018
L1066242,lemma/124020
L1066243,lemma/124021
L1066244,lemma/124022
L1066245,lemma/124025
L1066246,lemma/124027
L1066247,lemma/124028
L1066253,lemma/124035
L1066301,lemma/124099
L1066248,lemma/124029
L1066262,lemma/124049
L1066266,lemma/124052
L1066268,lemma/124054
L1066272,lemma/124061
L1066274,lemma/124063
L1066288,lemma/124079
L1066297,lemma/124092
L1066300,lemma/124096
L1066307,lemma/124107
L1066308,lemma/124108
L1066312,lemma/124112
L1066249,lemma/124030
L1066257,lemma/124043
L1066259,lemma/124045
L1066261,lemma/124048
L1066267,lemma/124053
L1066269,lemma/124056
L1066270,lemma/124058
L1066271,lemma/124059
L1066275,lemma/124064
L1066276,lemma/124065
L1066278,lemma/124067
L1066282,lemma/124071
L1066304,lemma/124104
L1066310,lemma/124109
L1066318,lemma/124120
L1066322,lemma/124126
L1066251,lemma/124031
L1066256,lemma/124042
L1066258,lemma/124044
L1066279,lemma/124069
L1066284,lemma/124073
L1066285,lemma/124075
L1066289,lemma/124080
L1066298,lemma/124093
L1066299,lemma/124095
L1066302,lemma/124101
L1066305,lemma/124105
L1066313,lemma/124114
L1066315,lemma/124116
L1066255,lemma/124038
L1066260,lemma/124046
L1066263,lemma/124050
L1066265,lemma/124051
L1066273,lemma/124062
L1066277,lemma/124066
L1066291,lemma/124086
L1066293,lemma/124088
L1066303,lemma/124102
L1066306,lemma/124106
L1066319,lemma/124122
L1066321,lemma/124125
L1066252,lemma/124032
L1066254,lemma/124037
L1066281,lemma/124070
L1066283,lemma/124072
L1066286,lemma/124077
L1066287,lemma/124078
L1066290,lemma/124084
L1066292,lemma/124087
L1066294,lemma/124089
L1066296,lemma/124090
L1066311,lemma/124110
L1066314,lemma/124115
L1066316,lemma/124117
L1066320,lemma/124123
L1066317,lemma/124119
L1066330,lemma/124133
L1066323,lemma/124127
L1066325,lemma/124128
L1066326,lemma/124129
L1066327,lemma/124130
L1066329,lemma/124132
L1066331,lemma/124134
L1066328,lemma/124131
L1066334,lemma/124139
L1066338,lemma/124145
L1066339,lemma/124146
L1066342,lemma/124150
L1066352,lemma/124161
L1069202,lemma/128021
L1069203,lemma/128022
L1069204,lemma/128023
L1069205,lemma/128024
L1069209,lemma/128028
L1069210,lemma/128029
L1069214,lemma/128033
L1069215,lemma/128034
L1069219,lemma/128038
L1069211,lemma/128030
L1069212,lemma/128031
L1069213,lemma/128032
L1069216,lemma/128035
L1069217,lemma/128036
L1069221,lemma/128040
L1069223,lemma/128041
L1069207,lemma/128027
L1069218,lemma/128037
L1069220,lemma/128039
L1069224,lemma/128042
L1069225,lemma/128043
L1069226,lemma/128046
L1069228,lemma/128048
L1069229,lemma/128049
L1069230,lemma/128050
L1069231,lemma/128051
L1069227,lemma/128047
L1069232,lemma/128052
L1069233,lemma/128053
L1069234,lemma/128054
L1069238,lemma/128056
L1069239,lemma/128057
L1069240,lemma/128058
L1069241,lemma/128059
L1069242,lemma/128060
L1069243,lemma/128061
L1069244,lemma/128062
L1069245,lemma/128063
L1069246,lemma/128064
L1069247,lemma/128065
L1069248,lemma/128066
L1069249,lemma/128067
L1069251,lemma/128070
L1069252,lemma/128071
L1069253,lemma/128073
L1069254,lemma/128074
L1069255,lemma/128075
L1069256,lemma/128076
L1069257,lemma/128078
L1069258,lemma/128079
L1069260,lemma/128081
L1069266,lemma/128087
L1069259,lemma/128080
L1069261,lemma/128083
L1069262,lemma/128084
L1069263,lemma/128085
L1069265,lemma/128086
L1069267,lemma/128088
L1069268,lemma/128090
L1069269,lemma/128091
L1069270,lemma/128092
L1069271,lemma/128093
L1069272,lemma/128094
L1069273,lemma/128097
L1069274,lemma/128100
L1069275,lemma/128101
L1069276,lemma/128102
L1069281,lemma/128106
L1069277,lemma/128103
L1069278,lemma/128104
L1069280,lemma/128105
L1069282,lemma/128107
L1069283,lemma/128108
L1069284,lemma/128109
L1069285,lemma/128110
L1069286,lemma/128111
L1069287,lemma/128112
L1069288,lemma/128115
L1069289,lemma/128117
L1069290,lemma/128118
L1069293,lemma/128121
L1069295,lemma/128122
L1069297,lemma/128124
L1069299,lemma/128126
L1069300,lemma/128129
L1069301,lemma/128130
L1069302,lemma/128131
L1069303,lemma/128132
L1069291,lemma/128119
L1069292,lemma/128120
L1069296,lemma/128123
L1069298,lemma/128125
L1069304,lemma/128133
L1069314,lemma/128143
L1069320,lemma/128149
L1069327,lemma/128158
L1069305,lemma/128134
L1069306,lemma/128135
L1069307,lemma/128137
L1069310,lemma/128139
L1067430,lemma/125730
L1067431,lemma/125731
L1067432,lemma/125732
L1067433,lemma/125735
L1067434,lemma/125737
L1067436,lemma/125738
L1067437,lemma/125739
L1067438,lemma/125740
L1067439,lemma/125741
L1067440,lemma/125742
L1067441,lemma/125743
L1067442,lemma/125745
L1067443,lemma/125746
L1067444,lemma/125749
L1067445,lemma/125750
L1067447,lemma/125751
L1067448,lemma/125752
L1067449,lemma/125753
L1067450,lemma/125754
L1067451,lemma/125758
L1067452,lemma/125759
L1067453,lemma/125760
L1067454,lemma/125761
L1067455,lemma/125762
L1067456,lemma/125765
L1067457,lemma/125766
L1067458,lemma/125769
L1067459,lemma/125770
L1067460,lemma/125773
L1067462,lemma/125775
L1067463,lemma/125777
L1067464,lemma/125778
L1067465,lemma/125779
L1067466,lemma/125782
L1067467,lemma/125783
L1067468,lemma/125784
L1067469,lemma/125785
L1067470,lemma/125786
L1067471,lemma/125789
L1067472,lemma/125791
L1067473,lemma/125792
L1067474,lemma/125793
L1067475,lemma/125794
L1067477,lemma/125795
L1067478,lemma/125796
L1067479,lemma/125798
L1067480,lemma/125799
L1067481,lemma/125800
L1067482,lemma/125801
L1067483,lemma/125802
L1067484,lemma/125803
L1067485,lemma/125804
L1067486,lemma/125805
L1067487,lemma/125806
L1067489,lemma/125809
L1067490,lemma/125812
L1067491,lemma/125813
L1067492,lemma/125814
L1067493,lemma/125815
L1067494,lemma/125816
L1067495,lemma/125817
L1067496,lemma/125819
L1067497,lemma/125820
L1067498,lemma/125821
L1067499,lemma/125822
L1067500,lemma/125823
L1067501,lemma/125824
L1067502,lemma/125826
L1067504,lemma/125829
L1067505,lemma/125830
L1067506,lemma/125833
L1067507,lemma/125835
L1067508,lemma/125836
L1067509,lemma/125838
L1067511,lemma/125842
L1067510,lemma/125841
L1067512,lemma/125843
L1067513,lemma/125844
L1067514,lemma/125845
L1067515,lemma/125846
L1067516,lemma/125847
L1067517,lemma/125848
L1067519,lemma/125849
L1067520,lemma/125850
L1067521,lemma/125851
L1067522,lemma/125853
L1067523,lemma/125854
L1067524,lemma/125855
L1067525,lemma/125856
L1067526,lemma/125858
L1067527,lemma/125859
L1067528,lemma/125860
L1067529,lemma/125862
L1067530,lemma/125864
L1067531,lemma/125866
L1067533,lemma/125869
L1067534,lemma/125870
L1067535,lemma/125871
L1067536,lemma/125873
L1067537,lemma/125875
L1069976,lemma/129031
L1069979,lemma/129033
L1069981,lemma/129035
L1069983,lemma/129038
L1069984,lemma/129040
L1069985,lemma/129041
L1069994,lemma/129053
L1070001,lemma/129065
L1070002,lemma/129067
L1070016,lemma/129086
L1070028,lemma/129104
L1069982,lemma/129037
L1069988,lemma/129044
L1069989,lemma/129045
L1069990,lemma/129047
L1069992,lemma/129049
L1069995,lemma/129054
L1070004,lemma/129069
L1070008,lemma/129073
L1070013,lemma/129080
L1070019,lemma/129092
L1070020,lemma/129093
L1070021,lemma/129094
L1070024,lemma/129100
L1070027,lemma/129103
L1069986,lemma/129042
L1069987,lemma/129043
L1069991,lemma/129048
L1069996,lemma/129055
L1069997,lemma/129059
L1069999,lemma/129063
L1070000,lemma/129064
L1070003,lemma/129068
L1070006,lemma/129071
L1070011,lemma/129077
L1070014,lemma/129084
L1070015,lemma/129085
L1070023,lemma/129095
L1070025,lemma/129101
L1069998,lemma/129061
L1070005,lemma/129070
L1070009,lemma/129075
L1070010,lemma/129076
L1070012,lemma/129079
L1070017,lemma/129087
L1070018,lemma/129089
L1070026,lemma/129102
L1070029,lemma/129105
L1070030,lemma/129106
L1070031,lemma/129108
L1070032,lemma/129109
L1070035,lemma/129113
L1070041,lemma/129122
L1070043,lemma/129124
L1070044,lemma/129125
L1070047,lemma/129128
L1070034,lemma/129112
L1070036,lemma/129114
L1070039,lemma/129118
L1070055,lemma/129138
L1070056,lemma/129140
L1070058,lemma/129142
L1070059,lemma/129143
L1070060,lemma/129144
L1070061,lemma/129145
L1070062,lemma/129146
L1070063,lemma/129147
L1070065,lemma/129148
L1070068,lemma/129151
L1070033,lemma/129111
L1070037,lemma/129117
L1070040,lemma/129121
L1070042,lemma/129123
L1070046,lemma/129127
L1070048,lemma/129129
L1070050,lemma/129130
L1070052,lemma/129133
L1070053,lemma/129134
L1070066,lemma/129149
L1070069,lemma/129152
L1070070,lemma/129153
L1070072,lemma/129155
L1070073,lemma/129156
L1070045,lemma/129126
L1070051,lemma/129132
L1070054,lemma/129136
L1070057,lemma/129141
L1070067,lemma/129150
L1070071,lemma/129154
L1070074,lemma/129159
L1070077,lemma/129161
L1070078,lemma/129163
L1070083,lemma/129170
L1070085,lemma/129172
L1070088,lemma/129175
L1070112,lemma/129213
L1070075,lemma/129160
L1070081,lemma/129167
L1070082,lemma/129169
L1070086,lemma/129173
L1068431,lemma/126981
L1068432,lemma/126982
L1068433,lemma/126983
L1068434,lemma/126984
L1068435,lemma/126985
L1068436,lemma/126986
L1068437,lemma/126988
L1068438,lemma/126989
L1068439,lemma/126990
L1068440,lemma/126992
L1068441,lemma/126993
L1068443,lemma/126994
L1068444,lemma/126997
L1068445,lemma/126998
L1068446,lemma/127000
L1068447,lemma/127001
L1068448,lemma/127005
L1068449,lemma/127006
L1068450,lemma/127009
L1068451,lemma/127010
L1068452,lemma/127012
L1068453,lemma/127014
L1068454,lemma/127015
L1068456,lemma/127017
L1068455,lemma/127016
L1068458,lemma/127019
L1068459,lemma/127020
L1068460,lemma/127022
L1068461,lemma/127023
L1068462,lemma/127024
L1068463,lemma/127025
L1068464,lemma/127026
L1068465,lemma/127027
L1068466,lemma/127031
L1068467,lemma/127033
L1068468,lemma/127035
L1068469,lemma/127038
L1068472,lemma/127043
L1068473,lemma/127046
L1068488,lemma/127068
L1068475,lemma/127048
L1068477,lemma/127050
L1068478,lemma/127051
L1068479,lemma/127052
L1068480,lemma/127054
L1068481,lemma/127055
L1068484,lemma/127062
L1068491,lemma/127071
L1068493,lemma/127075
L1068495,lemma/127077
L1068470,lemma/127041
L1068474,lemma/127047
L1068476,lemma/127049
L1068482,lemma/127060
L1068485,lemma/127066
L1068487,lemma/127067
L1068489,lemma/127069
L1068492,lemma/127072
L1068494,lemma/127076
L1068496,lemma/127078
L1068501,lemma/127083
L1068490,lemma/127070
L1068498,lemma/127080
L1068499,lemma/127081
L1068500,lemma/127082
L1068483,lemma/127061
L1068502,lemma/127084
L1068504,lemma/127086
L1068506,lemma/127090
L1068507,lemma/127091
L1068508,lemma/127093
L1068510,lemma/127096
L1068511,lemma/127097
L1068519,lemma/127108
L1068521,lemma/127112
L1068533,lemma/127127
L1068503,lemma/127085
L1068505,lemma/127088
L1068509,lemma/127094
L1068513,lemma/127098
L1068514,lemma/127101
L1068515,lemma/127102
L1068516,lemma/127104
L1068518,lemma/127107
L1068525,lemma/127117
L1068531,lemma/127123
L1068534,lemma/127128
L1068535,lemma/127133
L1068538,lemma/127137
L1068542,lemma/127144
L1068517,lemma/127105
L1068520,lemma/127110
L1068522,lemma/127113
L1068523,lemma/127114
L1068524,lemma/127116
L1068526,lemma/127118
L1068527,lemma/127119
L1068529,lemma/127120
L1068530,lemma/127122
L1068537,lemma/127136
L1066359,lemma/124174
L1066333,lemma/124136
L1066336,lemma/124141
L1066340,lemma/124147
L1066341,lemma/124148
L1066343,lemma/124152
L1066346,lemma/124156
L1066350,lemma/124159
L1066354,lemma/124168
L1066355,lemma/124169
L1066361,lemma/124176
L1066332,lemma/124135
L1066345,lemma/124155
L1066347,lemma/124157
L1066348,lemma/124158
L1066351,lemma/124160
L1066356,lemma/124170
L1066357,lemma/124171
L1066358,lemma/124173
L1066337,lemma/124143
L1066344,lemma/124153
L1066353,lemma/124165
L1066360,lemma/124175
L1066363,lemma/124179
L1066370,lemma/124187
L1066372,lemma/124189
L1066362,lemma/124177
L1066365,lemma/124180
L1066366,lemma/124181
L1066367,lemma/124184
L1066369,lemma/124186
L1066373,lemma/124190
L1066376,lemma/124194
L1066377,lemma/124196
L1066378,lemma/124199
L1066380,lemma/124201
L1066382,lemma/124204
L1066383,lemma/124205
L1066386,lemma/124208
L1066368,lemma/124185
L1066371,lemma/124188
L1066374,lemma/124191
L1066375,lemma/124192
L1066381,lemma/124203
L1066385,lemma/124207
L1066384,lemma/124206
L1066387,lemma/124209
L1066388,lemma/124210
L1066389,lemma/124211
L1066390,lemma/124212
L1066391,lemma/124213
L1066400,lemma/124223
L1066402,lemma/124225
L1066407,lemma/124231
L1066412,lemma/124237
L1066392,lemma/124214
L1066393,lemma/124215
L1066396,lemma/124217
L1066397,lemma/124218
L1066398,lemma/124220
L1066399,lemma/124222
L1066403,lemma/124226
L1066414,lemma/124241
L1066416,lemma/124244
L1066417,lemma/124245
L1066418,lemma/124247
L1066430,lemma/124258
L1066435,lemma/124267
L1066437,lemma/124268
L1066395,lemma/124216
L1066406,lemma/124230
L1066411,lemma/124236
L1066413,lemma/124240
L1066420,lemma/124249
L1066422,lemma/124251
L1066425,lemma/124253
L1066426,lemma/124254
L1066427,lemma/124255
L1066429,lemma/124257
L1066431,lemma/124260
L1066401,lemma/124224
L1066404,lemma/124227
L1066408,lemma/124234
L1066410,lemma/124235
L1066421,lemma/124250
L1066434,lemma/124266
L1066405,lemma/124228
L1066415,lemma/124242
L1066419,lemma/124248
L1066423,lemma/124252
L1066428,lemma/124256
L1066432,lemma/124262
L1066433,lemma/124263
L1066440,lemma/124272
L1066441,lemma/124273
L1066453,lemma/124287
L1066455,lemma/124289
L1066439,lemma/124270
L1066445,lemma/124277
L1066446,lemma/124280
L1069312,lemma/128141
L1069316,lemma/128145
L1069318,lemma/128147
L1069325,lemma/128156
L1069326,lemma/128157
L1069329,lemma/128160
L1069332,lemma/128163
L1069333,lemma/128164
L1069334,lemma/128165
L1069308,lemma/128138
L1069311,lemma/128140
L1069313,lemma/128142
L1069315,lemma/128144
L1069317,lemma/128146
L1069319,lemma/128148
L1069322,lemma/128153
L1069328,lemma/128159
L1069331,lemma/128162
L1069338,lemma/128169
L1069339,lemma/128170
L1069340,lemma/128171
L1069341,lemma/128172
L1069321,lemma/128150
L1069323,lemma/128154
L1069330,lemma/128161
L1069335,lemma/128167
L1069337,lemma/128168
L1069342,lemma/128173
L1069343,lemma/128174
L1069344,lemma/128175
L1069345,lemma/128176
L1069346,lemma/128177
L1069347,lemma/128178
L1069348,lemma/128180
L1069349,lemma/128181
L1069350,lemma/128182
L1069352,lemma/128183
L1069353,lemma/128184
L1069356,lemma/128187
L1069357,lemma/128188
L1069358,lemma/128189
L1069361,lemma/128193
L1069363,lemma/128194
L1069364,lemma/128195
L1069365,lemma/128196
L1069354,lemma/128185
L1069355,lemma/128186
L1069359,lemma/128190
L1069360,lemma/128191
L1069366,lemma/128197
L1069367,lemma/128198
L1069369,lemma/128201
L1069370,lemma/128203
L1069372,lemma/128205
L1069373,lemma/128207
L1069375,lemma/128211
L1069381,lemma/128219
L1069382,lemma/128220
L1069385,lemma/128223
L1069386,lemma/128224
L1069388,lemma/128225
L1069389,lemma/128226
L1069391,lemma/128228
L1069392,lemma/128231
L1069394,lemma/128233
L1069396,lemma/128235
L1069368,lemma/128200
L1069371,lemma/128204
L1069374,lemma/128210
L1069376,lemma/128212
L1069379,lemma/128214
L1069390,lemma/128227
L1069395,lemma/128234
L1069397,lemma/128238
L1069378,lemma/128213
L1069380,lemma/128215
L1069383,lemma/128221
L1069384,lemma/128222
L1069400,lemma/128241
L1069411,lemma/128254
L1069420,lemma/128265
L1069431,lemma/128281
L1069399,lemma/128240
L1069401,lemma/128242
L1069404,lemma/128245
L1069409,lemma/128251
L1069413,lemma/128256
L1069424,lemma/128268
L1069428,lemma/128276
L1069430,lemma/128278
L1069432,lemma/128283
L1069437,lemma/128288
L1069444,lemma/128299
L1069456,lemma/128315
L1069458,lemma/128317
L1069398,lemma/128239
L1069403,lemma/128244
L1069406,lemma/128247
L1069414,lemma/128258
L1069415,lemma/128259
L1068539,lemma/127141
L1068532,lemma/127126
L1068536,lemma/127135
L1068540,lemma/127142
L1068541,lemma/127143
L1068550,lemma/127164
L1068551,lemma/127166
L1068552,lemma/127167
L1068556,lemma/127171
L1068557,lemma/127172
L1068558,lemma/127175
L1068559,lemma/127176
L1068562,lemma/127180
L1068571,lemma/127190
L1068544,lemma/127145
L1068545,lemma/127149
L1068546,lemma/127156
L1068547,lemma/127159
L1068548,lemma/127161
L1068549,lemma/127163
L1068554,lemma/127170
L1068564,lemma/127183
L1068572,lemma/127191
L1068553,lemma/127168
L1068560,lemma/127178
L1068561,lemma/127179
L1068563,lemma/127181
L1068565,lemma/127184
L1068566,lemma/127185
L1068567,lemma/127186
L1068568,lemma/127187
L1068569,lemma/127188
L1068575,lemma/127199
L1068577,lemma/127201
L1068578,lemma/127202
L1068581,lemma/127207
L1068592,lemma/127218
